Date,Weekday,Voucher Total,Emails geaccepteerd,Emails unieke opens,Traffic Total,Traffic split desktop,Traffic split mobile,Traffic split tablet,Som van Kosten,Som van Klikken,Order volumes total,Avg. Temperature,sunshine_duration_in_min,rain_time_in_min,Marketing_campagne_cat,Multi-cat_type,Spc dag pos aanloop,Spc dag pos,Spc dag neg,TV,Radio,ATL - Media
13-Aug-13,Dinsdag,9193,,,27893,,,,1891.14,5691,16456,15,618,0,,,,,,,,
14-Aug-13,Woensdag,8419,7679,2143,24204,,,,1735.31,5324,14996,16,468,0,,,,,,,,
15-Aug-13,Donderdag,8532,,,23521,,,,1726.39,5490,14804,15,210,138,,,,,,,,
16-Aug-13,Vrijdag,7160,,,19671,,,,1371.5,4536,12000,19,318,264,,,,,,,,
17-Aug-13,Zaterdag,3904,,,14366,,,,1137.26,3318,6629,20,294,66,,,,,,,,
18-Aug-13,Zondag,7000,,,19549,,,,1671.12,5021,12490,18,456,246,,,,,,,,
19-Aug-13,Maandag,13124,738226,211040,36359,,,,1977.65,6135,22772,16,408,30,,,,,,,,
20-Aug-13,Dinsdag,9557,,,26730,,,,1931.36,6413,16687,15,204,0,,,,,,,,
21-Aug-13,Woensdag,9280,,,24966,,,,2108.26,5575,16016,17,504,0,,,,,,,,
22-Aug-13,Donderdag,8092,,,23588,,,,2528.45,6076,14610,17,84,0,,,,,,,,
23-Aug-13,Vrijdag,6995,,,19860,,,,2182.73,5098,12496,20,732,0,,,,,,,,
24-Aug-13,Zaterdag,3903,,,14992,,,,2028.42,4101,7231,19,108,84,,,,,,,,
25-Aug-13,Zondag,6585,,,19570,,,,2469.97,5629,12831,18,144,0,,,,,,,,
26-Aug-13,Maandag,9225,91080,21032,25527,,,,2885.59,6877,15731,18,684,0,,,,,,,,
27-Aug-13,Dinsdag,18799,655934,172385,43848,,,,2699.49,6885,34106,18,636,0,,,,,,,,
28-Aug-13,Woensdag,8790,1,2,25938,,,,2634.54,6676,15073,17,408,0,,,,,,,,
29-Aug-13,Donderdag,8135,,,22884,,,,2599.64,6368,14801,17,474,0,,,,,,,,
30-Aug-13,Vrijdag,7815,,,21373,,,,2436.57,5917,13968,17,420,0,,,,,,,,
31-Aug-13,Zaterdag,3973,,,14418,,,,2176.42,4302,7069,17,354,0,,,,,,,,
1-Sep-13,Zondag,7260,86863,25786,20534,,,,2047.17,5745,14637,14,78,0,,,,,,,,
2-Sep-13,Maandag,9031,,,23856,,,,2328.95,6800,16713,17,108,0,,,,,,,,
3-Sep-13,Dinsdag,9416,470015,147817,32749,,,,2460.72,6476,16852,19,144,0,,,,,,,,
4-Sep-13,Woensdag,8422,219930,54997,25633,,,,2298.56,5921,14800,20,396,0,,,,,,,,
5-Sep-13,Donderdag,7776,4956,1621,21404,,,,2183.05,5689,13415,22,738,0,,,,,,,,
6-Sep-13,Vrijdag,8797,,,22904,,,,2139.2,5604,14456,20,480,54,,,,,,,,
7-Sep-13,Zaterdag,3814,,,14363,,,,1890.61,3982,7165,17,12,0,,,,,,,,
8-Sep-13,Zondag,7080,75978,22155,20180,,,,2364.35,5620,14235,15,246,384,,,,,,,,
9-Sep-13,Maandag,12126,701693,192738,33905,,,,2826.12,7151,20776,13,228,600,,,,,,,,
10-Sep-13,Dinsdag,9830,,,27034,,,,2783.51,6921,17196,13,108,594,,,,,,,,
11-Sep-13,Woensdag,8977,,,23429,,,,2612.79,6627,16261,15,408,18,,,,,,,,
12-Sep-13,Donderdag,8204,,,20881,,,,2273.77,6023,14274,15,216,0,,,,,,,,
13-Sep-13,Vrijdag,7432,,,18238,,,,1976.74,5526,12868,15,174,222,,,,,,,,
14-Sep-13,Zaterdag,2958,,,9115,,,,1895.72,5285,6070,15,36,612,,,,,,,,
15-Sep-13,Zondag,7305,39802,12055,18056,,,,2128.61,5622,13974,13,354,282,,,,,,,,
16-Sep-13,Maandag,13725,737964,218404,34086,,,,2461.85,6964,22138,11,492,288,,,,,,,,
17-Sep-13,Dinsdag,10170,,,25430,,,,2338.81,6351,16333,10,228,534,,,,,,,,
18-Sep-13,Woensdag,9574,,,23333,,,,2545.86,6626,15971,11,114,78,,,,,,,,
19-Sep-13,Donderdag,7304,,,16413,,,,2010.28,6385,12770,13,120,174,,,,,,,,
20-Sep-13,Vrijdag,7820,2,2,18206,,,,1902.22,5485,13170,13,30,72,,,,,,,,
21-Sep-13,Zaterdag,3850,,,11888,,,,1456.53,3685,6950,14,198,0,,,,,,,,
22-Sep-13,Zondag,6917,14918,4236,16873,,,,2045.2,5455,13253,17,156,0,,,,,,,,
23-Sep-13,Maandag,9960,766314,228283,33296,,,,2390.67,7076,16807,16,204,0,,,,,,,,
24-Sep-13,Dinsdag,8685,,,23118,,,,2275.66,6560,15319,15,90,0,,,,,,,,
25-Sep-13,Woensdag,8540,,,20316,,,,2137.6,6521,14791,15,18,0,,,,,,,,
26-Sep-13,Donderdag,8419,,,19681,,,,2125.04,6117,13790,13,372,0,,,Broer en zussen dag,,,,,
27-Sep-13,Vrijdag,7437,2,2,17076,,,,1743.64,5446,12310,10,582,0,,,Broer en zussen dag,,,,,
28-Sep-13,Zaterdag,3670,,,11178,,,,1256.64,3477,6863,12,648,0,,,Broer en zussen dag,,,,,
29-Sep-13,Zondag,7295,59033,17123,17038,,,,1802.83,5489,13781,13,594,0,,,Broer en zussen dag,,,,,
30-Sep-13,Maandag,13221,643105,179512,30672,,,,2312.32,7256,20992,11,648,0,,,,Broer en zussen dag,,,,
1-Oct-13,Dinsdag,10370,,,25021,,,,2343.79,6797,17466,10,630,0,,,,,,,,
2-Oct-13,Woensdag,9749,,,22771,,,,2260.19,6661,17264,10,444,0,,,,,,,,
3-Oct-13,Donderdag,8931,,,19826,,,,2049.6,6034,14544,13,510,42,,,,,,,,
4-Oct-13,Vrijdag,7559,,,17553,,,,1872.05,5640,12435,16,234,126,,,,,,,,
5-Oct-13,Zaterdag,3586,,,11805,,,,1585.5,3996,6921,15,222,0,,,,,,,,
6-Oct-13,Zondag,6730,78726,20283,17102,,,,2113.55,5511,12936,12,144,0,,,,,,,,
7-Oct-13,Maandag,11019,687441,184104,31320,,,,2610.5,6959,18340,11,336,0,,,,,,,,
8-Oct-13,Dinsdag,8723,,,23294,,,,2746.49,6972,15851,15,6,24,,,,,,,,
9-Oct-13,Woensdag,8911,,,20859,,,,2863.29,6979,15880,13,54,108,,,,,,,,
10-Oct-13,Donderdag,8032,,,19494,,,,2558.17,6325,14080,9,444,84,,,,,,,,
11-Oct-13,Vrijdag,7653,3508,808,18360,,,,2452.21,6252,13124,8,0,984,,,,,,,,
12-Oct-13,Zaterdag,3629,,,11708,,,,1869.89,4232,6436,8,126,420,,,,,,,,
13-Oct-13,Zondag,7068,39529,11554,17885,,,,2629.99,6427,14717,8,0,1254,,,,,,,,
14-Oct-13,Maandag,10269,723994,202162,34943,,,,4967.22,9794,18331,10,0,492,,,,,,,,
15-Oct-13,Dinsdag,8736,,,27204,,,,5603.87,10767,15397,9,0,210,,,,,,,,
16-Oct-13,Woensdag,8350,,,22769,,,,3906.72,8610,14154,10,150,126,,,,,,,,
17-Oct-13,Donderdag,7653,,,21791,,,,4434.44,9456,12849,12,360,0,,,,,,,,
18-Oct-13,Vrijdag,6961,,,19798,,,,4366.37,9071,11694,11,0,0,,,,,,,,
19-Oct-13,Zaterdag,3482,,,14766,,,,3849.35,7316,6193,13,192,120,,,,,,,,
20-Oct-13,Zondag,6481,29541,8856,19734,,,,4241.87,8775,12323,15,234,36,,,,,,,,
21-Oct-13,Maandag,11457,1123933,292382,34621,,,,3304.61,7684,21587,15,24,0,,,,,,,,
22-Oct-13,Dinsdag,8911,,,24374,,,,2970.09,6752,16362,17,462,138,,,,,,,,
23-Oct-13,Woensdag,9082,,,22824,,,,3062.53,7158,17598,16,222,0,,,,,,,,
24-Oct-13,Donderdag,7955,37925,10855,19843,,,,2826.98,6591,14647,12,528,0,,,,,,,,
25-Oct-13,Vrijdag,8028,1079954,296198,24340,,,,2741.15,6608,14037,15,0,90,,,,,,,,
26-Oct-13,Zaterdag,3715,,,13140,,,,2060.41,4533,7378,16,336,0,,,,,,,,
27-Oct-13,Zondag,7749,34407,10651,20338,,,,3074.57,7152,16097,14,204,234,,,,,,,,
28-Oct-13,Maandag,11569,1134095,306766,35691,,,,3671.08,8476,21956,14,186,354,,,,,,,,
29-Oct-13,Dinsdag,9557,,,25428,,,,3193.07,7372,17289,10,330,78,,,,,,,,
30-Oct-13,Woensdag,9352,,,23605,,,,3238.21,7704,17218,10,438,6,,,,,,,,
31-Oct-13,Donderdag,8775,,,20314,,,,3051.49,7242,15476,11,66,0,,,,,,,,
1-Nov-13,Vrijdag,7852,,,20546,,,,2895.89,7087,13345,11,0,18,,,,,,,,
2-Nov-13,Zaterdag,3753,,,12700,,,,2232.63,4836,7330,11,0,306,,,,,,,,
3-Nov-13,Zondag,7149,68967,18941,18203,,,,3127.69,6904,13910,9,126,186,,,,,,,,
4-Nov-13,Maandag,10912,1093764,266571,34666,,,,3864.51,8581,18204,9,60,720,,,,,,,,
5-Nov-13,Dinsdag,9242,,,24944,,,,3807.27,8368,15725,7,0,558,,,,,,,,
6-Nov-13,Woensdag,8861,,,22023,,,,3733.1,8204,15089,10,0,468,,,,,,,,
7-Nov-13,Donderdag,7680,,,18698,,,,3467.94,7544,13084,12,42,252,,,,,,,,
