Date,Voucher Total,Traffic Total,Som van Kosten,Som van Klikken,Order volumes total,Avg. Temperature,sunshine_duration_in_min,rain_time_in_min,Spc dag pos aanloop_Broer en zussen dag,Spc dag pos aanloop_Kerst,Spc dag pos aanloop_Moederdag,Spc dag pos aanloop_Sinterklaas,Spc dag pos aanloop_Vaderdag,Spc dag pos aanloop_Valentijnsdag,Spc dag pos_1e kerstdag,Spc dag pos_2e kerstdag,Spc dag pos_Broer en zussen dag,Spc dag pos_Moederdag,Spc dag pos_Oudjaarsdag,Spc dag pos_Sinterklaas,Spc dag pos_Vaderdag,Spc dag pos_Valentijnsdag,Spc dag neg_1e Paasdag,Spc dag neg_1e Pinksterdag,Spc dag neg_2e Paasdag,Spc dag neg_2e Pinksterdag,Spc dag neg_Bevrijdingsdag,"Spc dag neg_Bevrijdingsdag, Hemelvaart",Spc dag neg_Goede vrijdag,Spc dag neg_Hemelvaart,Spc dag neg_Koninginnedag/Koningsdag,Spc dag neg_Nieuwjaarsdag,Weekday_Dinsdag,Weekday_Donderdag,Weekday_Maandag,Weekday_Vrijdag,Weekday_Woensdag,Weekday_Zaterdag,Weekday_Zondag
22-02-15,5868.0,18746.0,2694.53,5708.0,10662.0,3,456.0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-02-15,9572.0,25787.0,3857.71,8386.0,15492.0,6,252.0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24-02-15,20894.0,81461.0,4163.89,10386.0,36694.0,5,216.0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25-02-15,9718.0,35882.0,3889.05,8190.0,15974.0,5,264.0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26-02-15,8701.0,27609.0,3436.06,7522.0,14444.0,6,0.0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27-02-15,8319.0,27036.0,2867.67,6627.0,12455.0,5,444.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28-02-15,3831.0,18303.0,1890.96,4396.0,6728.0,5,414.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01-03-15,6906.0,21885.0,2791.15,6420.0,13139.0,8,420.0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
02-03-15,10241.0,27533.0,3758.87,8628.0,16803.0,5,408.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
03-03-15,10676.0,42061.0,3850.29,8935.0,17626.0,4,108.0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
04-03-15,9708.0,29124.0,3623.34,8200.0,16466.0,5,174.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
05-03-15,8139.0,19115.0,3228.07,7147.0,13078.0,6,408.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
06-03-15,7713.0,17425.0,2932.27,6577.0,11720.0,7,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
07-03-15,3223.0,10761.0,1787.1,3950.0,5796.0,8,378.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
08-03-15,5354.0,14203.0,2340.44,5188.0,9950.0,9,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09-03-15,10425.0,25411.0,3538.73,8006.0,16493.0,9,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10-03-15,8966.0,21134.0,3282.06,7319.0,14139.0,8,522.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11-03-15,8880.0,23120.0,3324.86,7408.0,14861.0,3,552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12-03-15,7913.0,20326.0,2822.8,6717.0,12610.0,5,630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13-03-15,7422.0,18801.0,2538.18,6058.0,11495.0,5,612.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14-03-15,3512.0,13536.0,1893.59,4330.0,7061.0,3,48.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15-03-15,6768.0,30096.0,2675.48,6410.0,12700.0,6,0.0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16-03-15,12163.0,51077.0,3210.28,7674.0,20024.0,6,444.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17-03-15,9274.0,32553.0,2865.37,6942.0,15300.0,8,636.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18-03-15,9577.0,28004.0,3053.63,7343.0,15705.0,6,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19-03-15,14469.0,36962.0,2953.64,6950.0,23061.0,7,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20-03-15,7652.0,22537.0,2736.43,6310.0,12359.0,5,294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21-03-15,3500.0,15756.0,1955.35,4373.0,6429.0,6,162.0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22-03-15,5550.0,17434.0,2430.62,5490.0,10315.0,4,450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-03-15,9220.0,23805.0,3441.74,8042.0,14646.0,3,552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24-03-15,9442.0,28601.0,3203.19,7477.0,15504.0,6,396.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25-03-15,9666.0,31742.0,3584.43,8086.0,15594.0,6,0.0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26-03-15,8574.0,24276.0,3119.31,7119.0,13745.0,5,108.0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27-03-15,7722.0,20242.0,2704.98,6238.0,12193.0,6,96.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28-03-15,3693.0,14569.0,1885.3,4223.0,6589.0,7,48.0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29-03-15,6316.0,17961.0,2644.8,5837.0,12869.0,9,12.0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30-03-15,11363.0,44515.0,4110.09,8688.0,18252.0,7,474.0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31-03-15,10542.0,57126.0,4297.6,8740.0,17014.0,9,312.0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01-04-15,9506.0,39448.0,4005.93,7971.0,15851.0,7,360.0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
02-04-15,8941.0,26361.0,3727.4,7634.0,14824.0,6,354.0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03-04-15,7599.0,22021.0,3150.23,6468.0,12468.0,7,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
04-04-15,2878.0,14337.0,2106.49,4086.0,5252.0,5,276.0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
05-04-15,2859.0,15702.0,1852.29,3690.0,5701.0,5,654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
06-04-15,6615.0,19449.0,2834.12,5726.0,12515.0,7,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
07-04-15,10388.0,30236.0,3543.81,7520.0,16358.0,7,504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
08-04-15,10890.0,36732.0,3664.04,8204.0,17792.0,9,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
09-04-15,9197.0,25678.0,3009.76,6727.0,14160.0,10,690.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10-04-15,6788.0,17713.0,2335.3,5232.0,11036.0,11,654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11-04-15,3783.0,14958.0,2170.55,4568.0,6754.0,9,198.0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12-04-15,8229.0,29564.0,2430.3,5481.0,15211.0,10,618.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13-04-15,8960.0,26565.0,3542.35,7818.0,14750.0,8,624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14-04-15,8017.0,21880.0,3728.81,7268.0,13590.0,12,684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15-04-15,8435.0,24497.0,3344.38,6586.0,14412.0,14,762.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16-04-15,7981.0,21509.0,3360.97,6898.0,13391.0,10,588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17-04-15,7412.0,22185.0,2986.53,6486.0,11671.0,9,450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18-04-15,2365.0,8730.0,1459.41,3238.0,4425.0,9,750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19-04-15,5489.0,19436.0,2687.18,5638.0,9888.0,8,492.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20-04-15,10190.0,27554.0,3356.05,7512.0,17402.0,11,756.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21-04-15,13023.0,37763.0,3473.25,7349.0,21466.0,10,774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22-04-15,9155.0,24618.0,3768.98,7992.0,16605.0,9,186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23-04-15,8005.0,20966.0,3590.12,7227.0,13296.0,9,528.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24-04-15,7198.0,18793.0,3395.17,6405.0,13127.0,12,642.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25-04-15,3718.0,17342.0,3463.76,5358.0,7220.0,12,162.0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26-04-15,4906.0,26374.0,3939.88,6175.0,10717.0,11,60.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27-04-15,5415.0,18470.0,3020.64,5381.0,10223.0,8,696.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28-04-15,9534.0,34599.0,5116.3,9752.0,16407.0,6,618.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29-04-15,9993.0,37816.0,5724.11,10068.0,17700.0,9,258.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30-04-15,9825.0,38226.0,6078.27,10395.0,16517.0,10,588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
01-05-15,8481.0,32641.0,5065.22,8598.0,13972.0,9,576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
02-05-15,3881.0,18845.0,3846.75,5424.0,7961.0,10,642.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-15,7235.0,37516.0,6055.51,9245.0,14893.0,13,156.0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04-05-15,10387.0,45175.0,6997.93,11121.0,17331.0,15,324.0,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
05-05-15,12305.0,43821.0,8916.79,13182.0,20587.0,15,486.0,156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
06-05-15,15945.0,70416.0,13898.69,17190.0,25198.0,12,492.0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
07-05-15,21448.0,82714.0,16923.08,20959.0,31342.0,12,432.0,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
08-05-15,24520.0,78232.0,19686.95,23569.0,34850.0,14,354.0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
09-05-15,15421.0,73770.0,18323.84,22896.0,23468.0,13,114.0,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10-05-15,6415.0,36628.0,3992.71,6979.0,11650.0,13,822.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11-05-15,9839.0,31066.0,4284.16,7613.0,15436.0,18,630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12-05-15,10330.0,28983.0,4684.53,8398.0,15856.0,15,420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13-05-15,8246.0,29848.0,3929.7,6784.0,13108.0,13,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14-05-15,7779.0,22500.0,3148.74,5909.0,12708.0,11,510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
15-05-15,9849.0,27602.0,3401.76,6345.0,14592.0,9,516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16-05-15,4197.0,18042.0,2636.16,4540.0,7769.0,11,132.0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17-05-15,6393.0,22208.0,3362.62,5949.0,11625.0,12,588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18-05-15,10011.0,27341.0,5030.14,8609.0,17184.0,11,90.0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19-05-15,13919.0,53854.0,4761.52,8280.0,22530.0,10,432.0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20-05-15,9472.0,28675.0,4693.92,8117.0,15569.0,11,636.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21-05-15,8971.0,26877.0,3570.73,7131.0,13704.0,12,720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22-05-15,8086.0,22642.0,3190.08,6255.0,12753.0,15,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23-05-15,3111.0,14252.0,1819.16,3856.0,5498.0,12,384.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24-05-15,3006.0,11799.0,1768.59,3437.0,5920.0,13,828.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25-05-15,8028.0,28487.0,3139.98,6779.0,14446.0,12,198.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26-05-15,12496.0,36462.0,4057.59,8274.0,20146.0,12,336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27-05-15,10969.0,28618.0,3985.86,8309.0,19158.0,14,390.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28-05-15,10401.0,32639.0,3950.09,8374.0,18855.0,13,396.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29-05-15,9418.0,25858.0,3608.96,7382.0,15370.0,11,54.0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30-05-15,4313.0,15520.0,1857.81,4280.0,7829.0,11,828.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31-05-15,11896.0,31756.0,3450.33,6911.0,21949.0,13,18.0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01-06-15,9343.0,26197.0,4624.19,8448.0,15438.0,13,336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
02-06-15,9298.0,27250.0,4966.02,8711.0,16034.0,15,0.0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
03-06-15,9695.0,44558.0,4241.97,7863.0,15889.0,14,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
04-06-15,7384.0,23023.0,3498.23,6190.0,11448.0,16,906.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
05-06-15,6473.0,20740.0,3049.18,5307.0,10046.0,21,678.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
06-06-15,3147.0,12991.0,2017.89,3414.0,6395.0,16,804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
07-06-15,5580.0,21898.0,3121.59,5177.0,10893.0,14,852.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
08-06-15,9762.0,29151.0,5899.37,9475.0,16362.0,13,792.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
09-06-15,9490.0,27814.0,5784.34,9643.0,16007.0,12,342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10-06-15,9764.0,34818.0,5461.05,9130.0,16915.0,15,714.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11-06-15,13171.0,30554.0,6172.68,10663.0,20941.0,18,906.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12-06-15,9048.0,22649.0,4324.63,7402.0,14479.0,22,816.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13-06-15,4272.0,15528.0,2975.32,4780.0,7956.0,18,228.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14-06-15,6839.0,22737.0,4242.7,7073.0,13547.0,15,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15-06-15,12442.0,44584.0,8123.92,11547.0,20495.0,13,834.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16-06-15,11408.0,44082.0,6924.3,10680.0,18471.0,11,282.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17-06-15,11614.0,35423.0,5756.0,10312.0,18730.0,16,510.0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18-06-15,14535.0,46454.0,6067.66,10806.0,22442.0,14,294.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19-06-15,14104.0,36177.0,6322.14,10841.0,20762.0,13,84.0,282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20-06-15,7163.0,32910.0,4769.5,8406.0,11707.0,13,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21-06-15,6122.0,27957.0,2688.24,5250.0,11888.0,14,174.0,150,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22-06-15,9890.0,29672.0,4782.44,7579.0,16861.0,13,84.0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23-06-15,9358.0,26528.0,4763.33,7940.0,16615.0,13,216.0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24-06-15,10544.0,35561.0,3945.02,7055.0,17078.0,16,444.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25-06-15,8379.0,23746.0,3288.0,5890.0,13944.0,18,726.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26-06-15,7530.0,20143.0,2738.6,5219.0,11928.0,21,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27-06-15,3263.0,12475.0,1622.84,2930.0,6426.0,18,618.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28-06-15,6048.0,20197.0,2212.29,4158.0,11763.0,17,246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29-06-15,11681.0,38690.0,3151.43,5719.0,22113.0,18,552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30-06-15,9025.0,24318.0,2835.77,5425.0,16900.0,21,918.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01-07-15,8478.0,21326.0,2644.49,5212.0,15064.0,26,912.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
02-07-15,8280.0,29048.0,2655.08,5466.0,14792.0,25,678.0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03-07-15,7273.0,19824.0,2242.51,4840.0,12620.0,24,846.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
