Date,Target,Weekday,Avg temp,Sunshine_minutes,Rain_minutes,Voucher orders,Traffic,SEA Cost,SEA Clicks,Emails accepted,Emails open,Spc dag pos aanloop,Spc dag pos,Spc dag neg
29-10-15,17686,donderdag,11,282,0,11339,30936,4235.77,7619,1174030,253832,,,
30-10-15,20453,vrijdag,10,372,0,9074,22536,3903.38,6792,4802,1922,,,
31-10-15,327,zaterdag,10,534,0,4072,13569,2344.11,4203,8781,3564,,,
01-11-15,3352,zondag,8,480,0,6152,20179,3248.86,5886,3542,1509,,,
02-11-15,24581,maandag,7,510,0,9661,26408,5885.29,9462,5128,2146,,,
03-11-15,17123,dinsdag,9,456,0,10287,44218,5574.7,9224,1216755,279685,,,
04-11-15,16953,woensdag,12,18,0,9674,30622,5826.67,9544,5947,2222,,,
05-11-15,16231,donderdag,13,0,396,9012,26977,5333.39,9014,7997,3036,,,
06-11-15,18905,vrijdag,16,12,462,8140,23178,4788.03,7895,10994,4197,,,
07-11-15,397,zaterdag,16,12,84,3763,15359,3174.76,4988,9649,4057,,,
08-11-15,4243,zondag,13,168,30,6559,30523,4210.8,7090,94318,25780,,,
09-11-15,27187,maandag,14,42,390,11199,44337,6827.72,10776,1132691,257368,,,
10-11-15,17113,dinsdag,15,0,168,9651,30973,6351.45,9912,10886,4491,,,
11-11-15,16802,woensdag,13,0,126,9081,30402,5738.35,9343,6150,2265,,,
12-11-15,16568,donderdag,13,210,0,8646,32493,5152.57,8836,7525,2880,,,
13-11-15,18367,vrijdag,11,234,96,8195,39367,4829.04,8035,11009,4529,,,
14-11-15,254,zaterdag,10,30,522,3451,22046,2908.77,4653,8589,3513,,,
15-11-15,4126,zondag,14,0,372,6415,27268,4440.8,7548,128312,27114,,,
16-11-15,27932,maandag,13,0,162,10583,40045,6738.94,10767,1100227,235208,,,
17-11-15,17997,dinsdag,14,12,708,8860,28597,5698.01,9580,10762,4401,,,
18-11-15,16659,woensdag,13,144,72,10000,34520,5387.14,9238,89190,27102,,,
19-11-15,24606,donderdag,11,0,246,17537,49284,5014.21,9264,1117629,245323,,,
20-11-15,20866,vrijdag,8,0,108,7008,25210,4494.28,7665,7088,2847,,,
21-11-15,290,zaterdag,4,66,432,3366,16080,2929.32,5264,8463,3546,,,
22-11-15,4078,zondag,3,162,18,5831,30438,4087.58,7369,10090,4378,,,
23-11-15,28306,maandag,3,252,0,9557,33498,6107.28,10232,169773,47827,,,
24-11-15,19703,dinsdag,4,0,774,10342,39793,6374.93,10953,1175112,261457,,,
25-11-15,21053,woensdag,5,54,246,9496,30188,5973.25,10230,6054,2146,,,
26-11-15,19435,donderdag,4,324,12,8435,28663,5798.21,9709,10844,3474,,,
27-11-15,20369,vrijdag,5,0,114,7983,26840,5203.79,8540,11135,4466,,,
28-11-15,253,zaterdag,7,282,552,3581,17419,3654.34,6377,9520,3867,,,
29-11-15,7041,zondag,10,0,420,6757,26884,5432.85,9161,75360,19467,,,
30-11-15,37350,maandag,10,0,762,11013,41440,7835.84,12319,602881,133162,,,
01-12-15,24212,dinsdag,10,0,186,10436,50965,7310.07,11992,655834,145167,Sinterklaas,,
02-12-15,24820,woensdag,11,0,0,9549,35040,7114.56,11594,96286,25803,Sinterklaas,,
03-12-15,29547,donderdag,10,84,0,9704,60660,6436.28,10567,1159694,258672,Sinterklaas,,
04-12-15,27503,vrijdag,9,384,264,7666,37950,5390.55,8780,11317,4197,Sinterklaas,,
05-12-15,245,zaterdag,8,42,0,3698,28364,3865.73,6202,9453,3710,,Sinterklaas,
06-12-15,12181,zondag,11,36,168,7718,42058,6098.43,9900,116437,31788,,,
07-12-15,61828,maandag,11,66,162,12613,81328,9365.5,13607,1172643,258384,,,
08-12-15,41952,dinsdag,10,204,216,10932,69287,8999.65,13332,11158,4728,,,
09-12-15,39599,woensdag,8,372,0,10832,54154,9427.61,13482,164368,41208,Kerst,,
10-12-15,46682,donderdag,6,12,24,11103,56717,9180.08,13519,1118859,228852,Kerst,,
11-12-15,46064,vrijdag,7,0,564,9665,49804,8925.15,12657,12488,5169,Kerst,,
12-12-15,287,zaterdag,8,54,252,5413,36594,7432.05,10009,9790,3984,Kerst,,
13-12-15,21868,zondag,7,108,168,11035,57047,11408.85,15386,187648,51207,Kerst,,
14-12-15,120709,maandag,8,42,0,17756,68720,13921.96,17411,1098324,245555,Kerst,,
15-12-15,66881,dinsdag,7,234,0,12352,54087,15146.46,16664,11287,4742,Kerst,,
16-12-15,70129,woensdag,11,12,618,12806,57149,16293.33,19675,203330,48431,Kerst,,
17-12-15,74410,donderdag,14,282,24,12450,61870,13693.48,17511,1075742,212783,Kerst,,
18-12-15,73300,vrijdag,12,0,24,11832,61372,13472.33,17423,17197,7094,Kerst,,
19-12-15,279,zaterdag,12,12,6,8209,43788,11654.59,13848,123804,26904,Kerst,,
20-12-15,21552,zondag,12,114,72,13138,70923,15329.61,17804,1135114,216985,Kerst,,
21-12-15,175347,maandag,10,90,300,17415,69648,17659.42,22833,136314,33281,Kerst,,
22-12-15,80139,dinsdag,13,0,120,18431,71734,15301.48,21087,1114879,217942,Kerst,,
23-12-15,57891,woensdag,11,204,24,11678,48096,7851.99,14721,8480,3150,Kerst,,
24-12-15,341,donderdag,10,174,60,3632,36492,3421.42,7043,13153,4624,Kerst,,
25-12-15,353,vrijdag,10,12,132,1711,17307,1767.88,3452,7209,2608,,1e kerstdag,
26-12-15,,zaterdag,13,258,0,2330,13732,1658.96,3220,8061,2895,,2e kerstdag,
27-12-15,8322,zondag,12,0,0,5254,24437,2847.88,5442,146319,43713,,,
28-12-15,51631,maandag,9,336,0,8722,38181,4027.23,7465,1056586,303809,,,
29-12-15,23597,dinsdag,8,144,0,8490,30288,3986.74,7275,11654,4894,,,
30-12-15,20525,woensdag,7,384,0,7273,37561,3564.14,6586,7236,2632,,,
31-12-15,8905,donderdag,8,270,102,3126,53804,2571.31,4544,8370,3046,,Oudjaarsdag,
01-01-16,210,vrijdag,4,0,0,2831,30715,2113.61,3985,12757,5153,,,Nieuwjaarsdag
02-01-16,323,zaterdag,5,18,420,4107,24638,2607.14,4824,11096,4664,,,
03-01-16,5970,zondag,7,120,672,6651,34729,3120.76,6170,122298,35889,,,
04-01-16,38458,maandag,6,0,690,10729,45153,4544.5,8610,1083859,268504,,,
05-01-16,17694,dinsdag,7,0,42,9464,32878,4251.63,8386,11882,5105,,,
06-01-16,16871,woensdag,3,0,24,9629,40123,4336.6,8482,6477,2381,,,
07-01-16,17185,donderdag,6,0,348,8940,30730,4127.55,8312,5710,2155,,,
08-01-16,17520,vrijdag,5,354,0,7977,26713,3635.99,7417,10336,4472,,,
09-01-16,342,zaterdag,6,30,30,4031,18264,2683.27,5252,11633,4948,,,
10-01-16,3450,zondag,7,174,132,6769,23870,3386.52,7019,79316,25974,,,
11-01-16,30527,maandag,5,0,120,13026,42095,4533.18,9285,1125309,269648,,,
12-01-16,17406,dinsdag,6,108,432,10386,42845,4159.66,8750,13975,6131,,,
13-01-16,17587,woensdag,5,96,198,9874,34482,4310.4,8518,6206,2396,,,
14-01-16,17704,donderdag,4,0,606,9340,31451,4361.05,8464,8255,3317,,,
15-01-16,20790,vrijdag,2,24,0,8973,35003,3757.13,7676,95114,29140,,,
16-01-16,243,zaterdag,3,174,72,4181,23090,2626.7,5343,11537,4910,,,
17-01-16,3806,zondag,-1,360,0,6897,36919,3124.24,6682,52564,16803,,,
18-01-16,29989,maandag,-3,414,0,13576,51451,4892.38,9505,1071631,232651,,,
19-01-16,17782,dinsdag,-3,132,0,10910,40069,4341.21,8889,13934,6337,,,
20-01-16,19604,woensdag,1,48,0,11190,40447,4611.26,9253,6907,2643,,,
21-01-16,18351,donderdag,-1,30,0,9993,33832,4042.57,8543,8774,3549,,,
22-01-16,21640,vrijdag,1,258,300,9265,40521,3783.85,7661,8696,3427,,,
23-01-16,354,zaterdag,7,246,0,4604,20435,2568.92,5428,9523,4036,,,
24-01-16,4537,zondag,8,0,282,8810,26024,3529.84,7806,83595,23932,,,
25-01-16,34583,maandag,11,288,0,17202,46587,4657.4,9741,997831,221308,,,
26-01-16,19687,dinsdag,9,150,186,9230,30413,5540.21,9444,9159,3839,,,
27-01-16,17713,woensdag,11,0,630,9861,30947,5634.19,9676,54984,16722,,,
28-01-16,17922,donderdag,7,432,54,9874,35812,4928.84,8963,1024992,235253,,,
29-01-16,20115,vrijdag,9,0,258,8589,25770,4405.55,8599,16716,6858,,,
30-01-16,385,zaterdag,7,0,720,4316,18548,3619.23,7364,11166,4468,,,
31-01-16,3803,zondag,7,36,468,7263,34434,4495.02,10131,75198,21617,,,
01-02-16,28548,maandag,12,0,126,11987,55723,7387.62,14560,1090754,260745,,,
02-02-16,17303,dinsdag,9,132,24,10840,51800,6941.21,14068,10649,4521,,,
03-02-16,17416,woensdag,5,306,162,11067,61021,6927.54,14822,7158,2709,,,
04-02-16,17393,donderdag,5,18,306,10517,48627,6356.45,13510,8077,3179,,,
05-02-16,19475,vrijdag,9,18,150,9412,41147,5947.03,11849,12912,5205,,,
06-02-16,333,zaterdag,9,0,30,4598,28337,4625.4,9867,10415,4224,,,
07-02-16,4448,zondag,9,216,264,7516,33773,6613.3,14043,76070,43456,,,
08-02-16,27660,maandag,9,210,612,15015,95334,10392.69,21473,1086534,203557,,,
09-02-16,19064,dinsdag,5,0,378,15268,89346,11970.79,25055,6178,2290,Valentijnsdag,,
10-02-16,20533,woensdag,5,168,336,17774,78937,14300.16,28260,166735,20863,Valentijnsdag,,
11-02-16,26930,donderdag,4,402,6,22292,86924,17755.56,34431,980712,207623,Valentijnsdag,,
12-02-16,70981,vrijdag,3,216,0,27408,86456,20781.6,37713,966602,112623,Valentijnsdag,,
13-02-16,30972,zaterdag,2,222,144,14598,72155,19637.16,32498,979257,177078,Valentijnsdag,,
14-02-16,6913,zondag,1,0,1410,8179,52130,8894.2,17595,100916,78633,,Valentijnsdag,
15-02-16,30843,maandag,2,330,6,10577,33632,5021.41,11531,12171,4831,,,
16-02-16,17954,dinsdag,0,516,0,9770,28384,4402.86,9277,18120,7056,,,
17-02-16,16406,woensdag,-1,504,0,10150,27043,4461.57,9840,76706,27422,,,
18-02-16,17328,donderdag,1,12,306,10047,31952,4280.71,9287,1104521,234621,,,
19-02-16,19816,vrijdag,4,306,120,8673,24108,3611.01,9057,13933,5551,,,
20-02-16,433,zaterdag,8,0,738,4227,18276,2751.37,6560,12612,5164,,,
21-02-16,4049,zondag,10,0,474,6911,23270,3743.46,8927,11983,4944,,,
22-02-16,28632,maandag,7,0,348,11109,29285,4747.35,10494,89224,26900,,,
23-02-16,18970,dinsdag,4,360,84,12823,45051,4565.48,9526,1059328,225068,,,
24-02-16,18886,woensdag,2,360,36,11157,39724,4368.99,9382,8718,3147,,,
25-02-16,18709,donderdag,2,306,54,10059,40655,4153.37,8783,10853,3834,,,
26-02-16,20508,vrijdag,2,102,0,8929,39961,3809.84,8376,13339,4554,,,
27-02-16,413,zaterdag,2,570,0,4173,25130,2655.11,5658,11908,4464,,,
28-02-16,3451,zondag,2,510,0,6969,26215,3491.67,7913,9083,3487,,,
29-02-16,30805,maandag,1,582,0,10840,29916,5006.72,10104,24678,7793,,,
01-03-16,19329,dinsdag,2,0,450,11620,39009,5112.98,10279,1097700,234846,,,
02-03-16,19345,woensdag,5,216,330,10857,28780,5039.96,9905,2810,1214,,,
03-03-16,18127,donderdag,4,444,42,9413,36232,4567.37,9464,8024,3013,,,
04-03-16,23280,vrijdag,1,30,570,9437,28029,4380.04,9506,10643,4091,,,
05-03-16,537,zaterdag,1,222,18,4270,16740,2996.84,6187,9404,3595,,,
06-03-16,3957,zondag,3,150,114,7045,23320,3960.46,8168,9773,3799,,,
07-03-16,41347,maandag,3,276,90,23962,68873,6039.35,11458,1143422,248417,,,
08-03-16,22941,dinsdag,4,312,0,10102,47980,5919.49,10322,7885,2923,,,
09-03-16,20531,woensdag,4,264,0,10397,31083,5918.33,10287,6742,2293,,,
10-03-16,18064,donderdag,4,528,0,9519,35024,5454.81,10080,8352,2971,,,
11-03-16,21703,vrijdag,3,570,0,8810,27206,4858.86,8886,10180,3611,,,
12-03-16,550,zaterdag,3,618,0,3804,17741,3374.2,6135,6397,2382,,,
13-03-16,4470,zondag,4,600,0,6510,30188,4381.62,8371,82897,21793,,,
14-03-16,30054,maandag,4,612,0,12370,46145,6043.93,10949,1081476,233234,,,
15-03-16,18493,dinsdag,5,102,0,11213,31908,5858.44,10842,9321,3709,,,
16-03-16,18387,woensdag,4,570,0,10581,35416,10843.98,10433,4652,1919,,,
17-03-16,17691,donderdag,6,612,0,9474,29292,13106.26,9532,6852,2645,,,
18-03-16,22203,vrijdag,5,0,0,9500,27678,5079.9,9941,7138,2685,,,
19-03-16,599,zaterdag,6,0,0,4343,17637,3859.33,6582,8412,3223,,,
20-03-16,4980,zondag,7,138,114,7247,25048,4804.68,9123,8659,3412,,,
21-03-16,30949,maandag,7,0,66,13475,39208,6839.28,12162,1159006,217898,,,
22-03-16,17353,dinsdag,8,54,6,9627,26628,4609.18,9774,10152,3938,,,
23-03-16,18581,woensdag,8,168,72,10510,26584,4813.91,9728,66379,18420,,,
24-03-16,19134,donderdag,8,0,24,11111,42954,4515.83,9385,1102489,215732,,,
25-03-16,23568,vrijdag,7,102,522,9127,25958,4336.97,9255,14533,5374,,,Goede vrijdag
26-03-16,3,zaterdag,10,612,0,2934,13964,2470.04,4999,11716,4044,,,
27-03-16,41,zondag,9,216,306,3366,27522,2481.46,5487,9758,3427,,,1e Paasdag
28-03-16,21760,maandag,10,372,72,8214,33117,4109,8195,115544,34261,,,2e Paasdag
29-03-16,20992,dinsdag,8,228,348,13237,55394,5192.14,10420,1049235,240414,,,
30-03-16,21208,woensdag,8,480,30,11865,40589,5226.2,10355,16175,10494,,,
31-03-16,21491,donderdag,8,90,0,11174,35022,4572.54,10084,6889,2542,,,
01-04-16,22727,vrijdag,7,624,0,9017,32239,3522.48,7742,10364,3914,,,
02-04-16,416,zaterdag,10,84,0,4216,16881,2329.18,5578,10368,3931,,,
03-04-16,3915,zondag,15,366,198,7164,19560,2916.66,7113,75958,20339,,,
04-04-16,32009,maandag,12,306,168,11959,35884,4630.34,9484,1125122,232331,,,
05-04-16,19338,dinsdag,11,120,246,10733,29952,4661.63,9800,10581,3957,,,
06-04-16,19270,woensdag,9,126,156,10641,39661,4740.01,10069,7669,2920,,,
07-04-16,19045,donderdag,7,342,144,9796,35306,4414.16,9404,6520,2490,,,
08-04-16,21131,vrijdag,7,144,150,8771,29024,3673.53,8358,7364,2875,,,
09-04-16,426,zaterdag,9,498,0,3723,15628,2361.72,5221,7326,2677,,,
10-04-16,3782,zondag,11,636,150,6170,28569,3094.81,7072,73811,19556,,,
11-04-16,29208,maandag,13,762,0,10795,36637,4257.54,9306,1120687,224825,,,
12-04-16,17008,dinsdag,12,402,126,9766,28504,4218.58,9174,11761,4112,,,
13-04-16,17920,woensdag,9,480,0,9479,28716,4413.27,9463,8379,2957,,,
14-04-16,17506,donderdag,11,462,0,9150,35659,4176.98,8821,5252,2020,,,
15-04-16,21071,vrijdag,10,96,648,8987,29017,4006.61,8778,7760,2884,,,
16-04-16,436,zaterdag,9,306,120,3927,18129,2546.8,5535,6210,2287,,,
17-04-16,4247,zondag,6,504,150,7065,32815,3452.21,7594,77464,23112,,,
18-04-16,32339,maandag,8,402,0,14736,54329,5013.48,11253,1113731,288653,,,
19-04-16,20249,dinsdag,10,522,0,11560,54507,5266.12,11175,8486,3220,,,
20-04-16,18726,woensdag,9,684,0,11216,44434,5470.22,11608,13106,3859,,,
21-04-16,22949,donderdag,10,762,0,15330,45947,4878.29,10847,1160891,221511,,,
22-04-16,23162,vrijdag,9,276,0,8488,34853,4360.77,8684,7438,2643,,,
23-04-16,444,zaterdag,6,444,180,4004,21149,3698.47,7080,7004,2345,,,
24-04-16,4059,zondag,5,564,66,6813,25025,4980.29,9579,76982,18044,,,
25-04-16,32431,maandag,5,102,198,11496,52615,7378.48,13346,472228,121011,,,
26-04-16,15719,dinsdag,5,246,294,8332,35897,6425.53,11267,7064,2547,,,
27-04-16,247,woensdag,6,414,162,6595,31070,4870.23,8481,6141,2266,,,Koninginnedag/Koningsdag
28-04-16,26760,donderdag,6,582,54,14575,52024,6941.16,12846,6664,2488,,,
29-04-16,24074,vrijdag,7,84,282,15722,48225,7342.5,13231,7881,2790,,,
30-04-16,564,zaterdag,8,348,0,12093,39007,5788.57,10520,5925,2186,,,
01-05-16,4885,zondag,8,714,0,13390,42952,6785.15,12308,179414,38489,,,
02-05-16,36460,maandag,12,630,6,22832,74691,8889.38,17739,1316819,274596,Moederdag,,
03-05-16,27711,dinsdag,10,762,108,23814,70095,9959.23,19410,11062,4027,Moederdag,,
04-05-16,1608,woensdag,10,612,0,18538,70914,10506.9,18792,983197,91227,Moederdag,,
05-05-16,51944,donderdag,13,828,0,13585,55191,8502.98,14859,9231,3197,Moederdag,,"Bevrijdingsdag, Hemelvaart"
06-05-16,98918,vrijdag,16,840,0,21856,79213,16039.2,21768,1165712,221185,Moederdag,,
07-05-16,33912,zaterdag,20,852,0,14173,66667,19596.33,22372,1127420,212775,Moederdag,,
08-05-16,6812,zondag,20,852,0,6574,35670,5796.44,10541,60007,37046,,Moederdag,
09-05-16,30155,maandag,20,786,0,10321,32282,4468.36,9692,93150,26059,,,
10-05-16,20931,dinsdag,19,54,0,13690,39762,4374.62,10076,969557,220690,,,
11-05-16,20880,woensdag,20,498,0,11162,29605,4157.12,9487,8533,2892,,,
12-05-16,19069,donderdag,20,822,0,10105,26150,3720.08,8590,7774,2652,,,
13-05-16,23139,vrijdag,15,810,0,8797,25055,3229.26,7745,11175,3854,,,
14-05-16,,zaterdag,9,372,0,4243,17627,2512.89,5500,9326,3165,,,
15-05-16,33,zondag,9,438,6,5147,17580,2582.77,5652,64599,10441,,,1e Pinksterdag
16-05-16,29441,maandag,9,252,30,8316,22170,3490.12,7443,11549,4224,,,2e Pinksterdag
17-05-16,19612,dinsdag,12,402,0,10507,45898,4583.97,9400,1107265,208525,,,
18-05-16,19326,woensdag,14,180,18,10428,47488,4751.72,9333,8087,2901,,,
19-05-16,19627,donderdag,13,60,24,9680,42418,4484.53,9167,7122,2343,,,
20-05-16,22418,vrijdag,14,60,60,9008,31797,4373.5,9248,11569,3888,,,
21-05-16,594,zaterdag,18,264,0,3949,22899,2781.03,5532,11205,4033,,,
22-05-16,4403,zondag,16,12,612,7501,34893,3701.62,7826,95648,14431,,,
23-05-16,33869,maandag,12,6,948,14183,44543,5497.3,10856,1069414,224955,,,
24-05-16,20313,dinsdag,11,90,0,10941,31344,4857.33,9793,8594,3357,,,
25-05-16,19664,woensdag,12,12,24,11370,29702,5014.72,10371,89161,22542,,,
26-05-16,20712,donderdag,14,408,0,13265,43462,4325.16,9396,1061589,191184,,,
27-05-16,22262,vrijdag,16,426,0,9148,31216,3690.94,7869,7382,2693,,,
28-05-16,519,zaterdag,18,438,0,3873,21115,2318.6,5074,7897,2899,,,
29-05-16,4177,zondag,17,108,36,7504,26534,3834.4,7651,7826,2978,,,
30-05-16,32116,maandag,16,0,192,11584,39508,5308.3,10764,10788,4106,,,
31-05-16,20164,dinsdag,18,402,0,10675,42479,4965.32,10136,158306,38868,,,
01-06-16,19614,woensdag,19,342,24,10682,35992,5175.58,10147,7947,2776,,,
02-06-16,19938,donderdag,15,0,0,10981,49734,4685.06,9296,997956,177420,,,
03-06-16,23049,vrijdag,16,210,0,8843,27578,3983.77,8233,9789,3454,,,
04-06-16,499,zaterdag,20,486,6,3481,15125,2223.95,4785,6738,2263,,,
05-06-16,3962,zondag,20,900,0,6055,18189,2836.3,5957,90167,23668,,,
06-06-16,29259,maandag,19,876,0,12092,47707,4830.58,9620,1008024,195602,,,
07-06-16,20085,dinsdag,20,486,0,11019,42029,4759.11,9395,197091,53669,,,
08-06-16,20747,woensdag,16,384,0,10994,31616,4572.49,9972,6305,2187,,,
09-06-16,19942,donderdag,15,900,0,10134,28829,4115.8,10052,9172,3146,,,
10-06-16,23327,vrijdag,16,486,0,9164,38128,4564.55,10079,13992,5202,,,
11-06-16,660,zaterdag,16,168,264,4792,23847,3570.97,7767,10643,3954,,,
12-06-16,4256,zondag,17,48,156,8325,27818,5049.17,10724,79732,21994,,,
13-06-16,35488,maandag,16,84,90,13227,52047,7327.28,14880,1034068,197204,,,
14-06-16,21868,dinsdag,15,126,294,12478,51639,7614.64,15094,14754,5681,Vaderdag,,
15-06-16,22537,woensdag,15,234,114,13855,52315,7884.23,16160,9906,3748,Vaderdag,,
16-06-16,32174,donderdag,16,462,228,21071,78129,10831.49,22297,1112171,227344,Vaderdag,,
17-06-16,45131,vrijdag,15,138,312,17607,56694,9600.77,19736,80968,20042,Vaderdag,,
18-06-16,12789,zaterdag,14,282,66,9543,43134,7488.29,15977,1039956,172474,Vaderdag,,
19-06-16,5968,zondag,15,378,0,7307,28149,4058.69,9575,36185,20759,,Vaderdag,
20-06-16,35173,maandag,16,12,540,12740,36110,6301.79,12699,119556,36666,,,
21-06-16,21519,dinsdag,17,108,114,11695,38754,4958.91,10725,1004426,235827,,,
22-06-16,20046,woensdag,20,582,0,9972,28212,4731.46,9955,6346,2085,,,
23-06-16,18302,donderdag,22,240,330,9283,37607,4115.29,8593,7821,2566,,,
24-06-16,21090,vrijdag,19,294,18,8564,25399,3941.98,7693,10532,3542,,,
25-06-16,631,zaterdag,15,192,150,4182,19720,3124.35,5682,4860,1791,,,
26-06-16,4392,zondag,15,336,144,7044,23433,3858.89,7489,91020,21670,,,
27-06-16,32551,maandag,15,228,120,11527,43230,6010.06,11740,1018001,188840,,,
28-06-16,19153,dinsdag,17,282,78,10989,35913,5290.02,10489,9326,3459,,,
29-06-16,20210,woensdag,16,234,180,11259,36426,5411.93,12125,6619,2314,,,
30-06-16,21468,donderdag,16,78,192,11203,37707,5172.94,11843,26830,7144,,,
01-07-16,24813,vrijdag,17,18,102,10434,38894,4696.7,11024,8067,2705,,,
02-07-16,603,zaterdag,15,576,54,4478,29235,3237.42,7631,9316,3221,,,
03-07-16,4702,zondag,15,474,234,7136,25022,4034.55,8869,8430,3114,,,
04-07-16,32093,maandag,17,792,0,10911,31339,5432.35,10643,215087,58375,,,
05-07-16,20717,dinsdag,15,216,72,11517,55268,6481.24,11702,889439,173362,,,
06-07-16,18938,woensdag,15,732,90,10299,30559,5772.51,10719,7538,2625,,,
07-07-16,19488,donderdag,17,438,0,9621,33662,5516.2,9532,7401,2575,,,
08-07-16,21242,vrijdag,18,126,150,9053,27862,5130.64,9046,122947,33799,,,
09-07-16,522,zaterdag,20,306,0,3990,18073,3370.68,5698,10369,3942,,,
10-07-16,3950,zondag,21,456,0,6054,21412,3908.5,6541,9874,3778,,,
11-07-16,29480,maandag,19,372,0,12315,42122,6133.93,10472,956994,227844,,,
12-07-16,19179,dinsdag,17,294,228,10960,34718,5796.85,10127,11011,4319,,,
13-07-16,19611,woensdag,15,234,108,10569,37425,5560.03,9795,5179,1743,,,
14-07-16,19343,donderdag,15,468,0,9534,39312,4934.27,9084,31082,14730,,,
15-07-16,20232,vrijdag,17,630,0,7908,30439,3408.05,6879,11181,4028,,,
16-07-16,472,zaterdag,20,96,0,4093,19812,2288.13,4525,4074,1691,,,
17-07-16,3920,zondag,20,462,0,5812,18796,2713.11,5468,9342,3546,,,
18-07-16,28330,maandag,20,804,0,10312,38283,3546.74,7262,1067566,190332,,,
19-07-16,16408,dinsdag,23,894,0,8480,34918,3090.68,6445,11447,4211,,,
20-07-16,15415,woensdag,25,660,0,8517,23574,3033.57,6450,5271,1655,,,
21-07-16,18842,donderdag,22,678,0,11146,30332,2950.46,6855,1062682,186703,,,
22-07-16,20547,vrijdag,21,276,216,7646,21119,3021.63,6143,11449,4205,,,
23-07-16,493,zaterdag,21,414,0,3989,15449,1812.44,4245,8854,3324,,,
24-07-16,3707,zondag,21,294,0,5477,16056,2241.37,5092,114168,21576,,,
25-07-16,26917,maandag,18,228,18,10058,36613,3734.51,8012,957485,188615,,,
26-07-16,17298,dinsdag,18,396,0,9032,33561,3593.53,7808,13660,4951,,,
27-07-16,17351,woensdag,18,186,378,9353,31433,3885.68,8175,8226,2509,,,
28-07-16,17093,donderdag,19,294,36,8786,39296,3681.25,7894,7825,2598,,,
29-07-16,19615,vrijdag,18,114,54,8324,31444,3332.03,7267,9759,3444,,,
30-07-16,478,zaterdag,18,72,174,4389,19670,2014.3,4645,14860,5623,,,
31-07-16,3578,zondag,17,354,36,6498,32710,2574.84,5958,99822,25430,,,
01-08-16,30935,maandag,17,504,66,12036,46328,3776.26,8314,973587,176340,,,
02-08-16,18878,dinsdag,17,6,726,10188,33625,4053.21,8573,12501,4717,,,
03-08-16,17719,woensdag,19,156,372,9862,30869,3815.12,8346,17445,6374,,,
04-08-16,20701,donderdag,17,300,0,14267,39433,3575.43,8257,1052311,204112,,,
05-08-16,21271,vrijdag,18,636,0,7348,22894,2991.98,6468,11639,4133,,,
06-08-16,489,zaterdag,16,450,120,3599,14365,1765.06,3858,8215,3002,,,
07-08-16,3429,zondag,18,204,0,5372,17080,2430.2,5165,80542,17846,,,
08-08-16,26136,maandag,17,408,36,9360,32352,3492.13,7748,1248958,215070,,,
09-08-16,16475,dinsdag,14,438,174,8279,26398,3228.81,7222,9788,3541,,,
10-08-16,16516,woensdag,13,642,90,8376,23376,3161.62,7254,14491,4670,,,
11-08-16,17159,donderdag,14,0,738,8793,24793,3596.46,7610,9937,3430,,,
12-08-16,19324,vrijdag,19,240,138,7556,33619,3287.89,6619,8950,3119,,,
13-08-16,562,zaterdag,18,168,0,3816,17920,2104.91,4451,11676,3879,,,
14-08-16,3907,zondag,17,246,0,5452,25558,2622.35,5331,119582,26898,,,
15-08-16,26961,maandag,16,738,0,10136,34103,4843.88,8837,936347,165713,,,
16-08-16,16417,dinsdag,16,786,0,8780,26696,4492.51,8226,10876,3539,,,
17-08-16,16513,woensdag,17,798,0,8513,27135,4211.05,8141,23311,6849,,,
18-08-16,17330,donderdag,18,792,0,8581,36496,4513.08,8249,12410,4070,,,
19-08-16,20724,vrijdag,18,294,102,8564,29324,4728.14,8555,13866,4869,,,
20-08-16,596,zaterdag,18,456,36,4280,20461,3246.7,5585,12053,4067,,,
21-08-16,4657,zondag,17,264,336,7744,29220,4591.99,8651,196695,38720,,,
22-08-16,32705,maandag,18,246,342,12014,47405,6227.58,11081,1093252,231860,,,
23-08-16,18623,dinsdag,21,780,0,9141,32513,4975.94,8913,9357,3173,,,
24-08-16,17225,woensdag,23,780,0,9166,34031,4723.3,8499,15310,5100,,,
25-08-16,18774,donderdag,24,780,0,9007,30399,4114.57,8000,12196,3848,,,
26-08-16,20189,vrijdag,22,684,0,8760,23954,3647.2,7509,14534,4884,,,
27-08-16,721,zaterdag,22,582,24,4003,15386,2443.78,4499,13032,4351,,,
28-08-16,5393,zondag,21,456,18,7359,21579,3427.12,6816,92474,21427,,,
29-08-16,30908,maandag,17,342,18,12797,46869,6118.24,10617,1186486,211157,,,
30-08-16,19639,dinsdag,16,744,0,10072,30791,4590.94,8633,10464,3718,,,
31-08-16,20274,woensdag,17,672,0,10562,29072,3982.79,8523,124959,32292,,,
01-09-16,19730,donderdag,17,372,0,10463,26897,3978.93,8639,12171,4017,,,
02-09-16,21695,vrijdag,17,252,84,9057,23602,3567.12,7533,14703,5120,,,
03-09-16,633,zaterdag,19,294,54,3899,14414,1936.62,4360,13986,4812,,,
04-09-16,4335,zondag,18,198,54,7572,21419,2827.5,6734,94553,23358,,,
05-09-16,31969,maandag,17,480,0,14705,40966,3592.05,9385,1215077,232996,,,
06-09-16,20083,dinsdag,18,348,0,11507,46395,3343.26,8645,10609,3727,,,
