Date,Target,Avg temp,Sunshine_minutes,Rain_minutes,Voucher orders,Traffic,SEA Cost,SEA Clicks,Emails accepted,Emails open,Weekday_dinsdag,Weekday_donderdag,Weekday_maandag,Weekday_vrijdag,Weekday_woensdag,Weekday_zaterdag,Weekday_zondag,Spc dag pos aanloop_Broer en zussen dag,Spc dag pos aanloop_Kerst,Spc dag pos aanloop_Moederdag,Spc dag pos aanloop_Sinterklaas,Spc dag pos aanloop_Vaderdag,Spc dag pos aanloop_Valentijnsdag,Spc dag pos_1e kerstdag,Spc dag pos_2e kerstdag,Spc dag pos_Broer en zussen dag,Spc dag pos_Moederdag,Spc dag pos_Oudjaarsdag,Spc dag pos_Sinterklaas,Spc dag pos_Vaderdag,Spc dag pos_Valentijnsdag,Spc dag neg_1e Paasdag,Spc dag neg_1e Pinksterdag,Spc dag neg_2e Paasdag,Spc dag neg_2e Pinksterdag,Spc dag neg_Bevrijdingsdag,"Spc dag neg_Bevrijdingsdag, Hemelvaart",Spc dag neg_Goede vrijdag,Spc dag neg_Hemelvaart,Spc dag neg_Koninginnedag/Koningsdag,Spc dag neg_Nieuwjaarsdag
01-12-15,24212.0,10.0,0.0,186.0,10436.0,50965.0,7310.07,11992.0,655834.0,145167.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-12-15,24820.0,11.0,0.0,0.0,9549.0,35040.0,7114.56,11594.0,96286.0,25803.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-12-15,29547.0,10.0,84.0,0.0,9704.0,60660.0,6436.28,10567.0,1159694.0,258672.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-12-15,27503.0,9.0,384.0,264.0,7666.0,37950.0,5390.55,8780.0,11317.0,4197.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-12-15,245.0,8.0,42.0,0.0,3698.0,28364.0,3865.73,6202.0,9453.0,3710.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
06-12-15,12181.0,11.0,36.0,168.0,7718.0,42058.0,6098.43,9900.0,116437.0,31788.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-12-15,61828.0,11.0,66.0,162.0,12613.0,81328.0,9365.5,13607.0,1172643.0,258384.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-12-15,41952.0,10.0,204.0,216.0,10932.0,69287.0,8999.65,13332.0,11158.0,4728.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-12-15,39599.0,8.0,372.0,0.0,10832.0,54154.0,9427.61,13482.0,164368.0,41208.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-12-15,46682.0,6.0,12.0,24.0,11103.0,56717.0,9180.08,13519.0,1118859.0,228852.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-12-15,46064.0,7.0,0.0,564.0,9665.0,49804.0,8925.15,12657.0,12488.0,5169.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-12-15,287.0,8.0,54.0,252.0,5413.0,36594.0,7432.05,10009.0,9790.0,3984.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-12-15,21868.0,7.0,108.0,168.0,11035.0,57047.0,11408.85,15386.0,187648.0,51207.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-12-15,120709.0,8.0,42.0,0.0,17756.0,68720.0,13921.96,17411.0,1098324.0,245555.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-12-15,66881.0,7.0,234.0,0.0,12352.0,54087.0,15146.46,16664.0,11287.0,4742.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-12-15,70129.0,11.0,12.0,618.0,12806.0,57149.0,16293.33,19675.0,203330.0,48431.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-12-15,74410.0,14.0,282.0,24.0,12450.0,61870.0,13693.48,17511.0,1075742.0,212783.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-12-15,73300.0,12.0,0.0,24.0,11832.0,61372.0,13472.33,17423.0,17197.0,7094.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-12-15,279.0,12.0,12.0,6.0,8209.0,43788.0,11654.59,13848.0,123804.0,26904.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-12-15,21552.0,12.0,114.0,72.0,13138.0,70923.0,15329.61,17804.0,1135114.0,216985.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-12-15,175347.0,10.0,90.0,300.0,17415.0,69648.0,17659.42,22833.0,136314.0,33281.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-12-15,80139.0,13.0,0.0,120.0,18431.0,71734.0,15301.48,21087.0,1114879.0,217942.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-12-15,57891.0,11.0,204.0,24.0,11678.0,48096.0,7851.99,14721.0,8480.0,3150.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-12-15,341.0,10.0,174.0,60.0,3632.0,36492.0,3421.42,7043.0,13153.0,4624.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-12-15,353.0,10.0,12.0,132.0,1711.0,17307.0,1767.88,3452.0,7209.0,2608.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-12-15,0.0,13.0,258.0,0.0,2330.0,13732.0,1658.96,3220.0,8061.0,2895.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-12-15,8322.0,12.0,0.0,0.0,5254.0,24437.0,2847.88,5442.0,146319.0,43713.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-12-15,51631.0,9.0,336.0,0.0,8722.0,38181.0,4027.23,7465.0,1056586.0,303809.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-12-15,23597.0,8.0,144.0,0.0,8490.0,30288.0,3986.74,7275.0,11654.0,4894.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-12-15,20525.0,7.0,384.0,0.0,7273.0,37561.0,3564.14,6586.0,7236.0,2632.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-12-15,8905.0,8.0,270.0,102.0,3126.0,53804.0,2571.31,4544.0,8370.0,3046.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01-16,210.0,4.0,0.0,0.0,2831.0,30715.0,2113.61,3985.0,12757.0,5153.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
02-01-16,323.0,5.0,18.0,420.0,4107.0,24638.0,2607.14,4824.0,11096.0,4664.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-01-16,5970.0,7.0,120.0,672.0,6651.0,34729.0,3120.76,6170.0,122298.0,35889.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-01-16,38458.0,6.0,0.0,690.0,10729.0,45153.0,4544.5,8610.0,1083859.0,268504.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-01-16,17694.0,7.0,0.0,42.0,9464.0,32878.0,4251.63,8386.0,11882.0,5105.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-01-16,16871.0,3.0,0.0,24.0,9629.0,40123.0,4336.6,8482.0,6477.0,2381.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-01-16,17185.0,6.0,0.0,348.0,8940.0,30730.0,4127.55,8312.0,5710.0,2155.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-01-16,17520.0,5.0,354.0,0.0,7977.0,26713.0,3635.99,7417.0,10336.0,4472.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-01-16,342.0,6.0,30.0,30.0,4031.0,18264.0,2683.27,5252.0,11633.0,4948.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-01-16,3450.0,7.0,174.0,132.0,6769.0,23870.0,3386.52,7019.0,79316.0,25974.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-01-16,30527.0,5.0,0.0,120.0,13026.0,42095.0,4533.18,9285.0,1125309.0,269648.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-01-16,17406.0,6.0,108.0,432.0,10386.0,42845.0,4159.66,8750.0,13975.0,6131.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-01-16,17587.0,5.0,96.0,198.0,9874.0,34482.0,4310.4,8518.0,6206.0,2396.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-01-16,17704.0,4.0,0.0,606.0,9340.0,31451.0,4361.05,8464.0,8255.0,3317.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-01-16,20790.0,2.0,24.0,0.0,8973.0,35003.0,3757.13,7676.0,95114.0,29140.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-01-16,243.0,3.0,174.0,72.0,4181.0,23090.0,2626.7,5343.0,11537.0,4910.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-01-16,3806.0,-1.0,360.0,0.0,6897.0,36919.0,3124.24,6682.0,52564.0,16803.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-01-16,29989.0,-3.0,414.0,0.0,13576.0,51451.0,4892.38,9505.0,1071631.0,232651.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-01-16,17782.0,-3.0,132.0,0.0,10910.0,40069.0,4341.21,8889.0,13934.0,6337.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-01-16,19604.0,1.0,48.0,0.0,11190.0,40447.0,4611.26,9253.0,6907.0,2643.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-01-16,18351.0,-1.0,30.0,0.0,9993.0,33832.0,4042.57,8543.0,8774.0,3549.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-01-16,21640.0,1.0,258.0,300.0,9265.0,40521.0,3783.85,7661.0,8696.0,3427.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-01-16,354.0,7.0,246.0,0.0,4604.0,20435.0,2568.92,5428.0,9523.0,4036.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-01-16,4537.0,8.0,0.0,282.0,8810.0,26024.0,3529.84,7806.0,83595.0,23932.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-01-16,34583.0,11.0,288.0,0.0,17202.0,46587.0,4657.4,9741.0,997831.0,221308.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-01-16,19687.0,9.0,150.0,186.0,9230.0,30413.0,5540.21,9444.0,9159.0,3839.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-01-16,17713.0,11.0,0.0,630.0,9861.0,30947.0,5634.19,9676.0,54984.0,16722.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-16,17922.0,7.0,432.0,54.0,9874.0,35812.0,4928.84,8963.0,1024992.0,235253.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-01-16,20115.0,9.0,0.0,258.0,8589.0,25770.0,4405.55,8599.0,16716.0,6858.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-01-16,385.0,7.0,0.0,720.0,4316.0,18548.0,3619.23,7364.0,11166.0,4468.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-01-16,3803.0,7.0,36.0,468.0,7263.0,34434.0,4495.02,10131.0,75198.0,21617.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-16,28548.0,12.0,0.0,126.0,11987.0,55723.0,7387.62,14560.0,1090754.0,260745.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-02-16,17303.0,9.0,132.0,24.0,10840.0,51800.0,6941.21,14068.0,10649.0,4521.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-02-16,17416.0,5.0,306.0,162.0,11067.0,61021.0,6927.54,14822.0,7158.0,2709.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-02-16,17393.0,5.0,18.0,306.0,10517.0,48627.0,6356.45,13510.0,8077.0,3179.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-02-16,19475.0,9.0,18.0,150.0,9412.0,41147.0,5947.03,11849.0,12912.0,5205.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-02-16,333.0,9.0,0.0,30.0,4598.0,28337.0,4625.4,9867.0,10415.0,4224.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-02-16,4448.0,9.0,216.0,264.0,7516.0,33773.0,6613.3,14043.0,76070.0,43456.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-02-16,27660.0,9.0,210.0,612.0,15015.0,95334.0,10392.69,21473.0,1086534.0,203557.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-02-16,19064.0,5.0,0.0,378.0,15268.0,89346.0,11970.79,25055.0,6178.0,2290.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-02-16,20533.0,5.0,168.0,336.0,17774.0,78937.0,14300.16,28260.0,166735.0,20863.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-02-16,26930.0,4.0,402.0,6.0,22292.0,86924.0,17755.56,34431.0,980712.0,207623.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-02-16,70981.0,3.0,216.0,0.0,27408.0,86456.0,20781.6,37713.0,966602.0,112623.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-02-16,30972.0,2.0,222.0,144.0,14598.0,72155.0,19637.16,32498.0,979257.0,177078.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-02-16,6913.0,1.0,0.0,1410.0,8179.0,52130.0,8894.2,17595.0,100916.0,78633.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15-02-16,30843.0,2.0,330.0,6.0,10577.0,33632.0,5021.41,11531.0,12171.0,4831.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-02-16,17954.0,0.0,516.0,0.0,9770.0,28384.0,4402.86,9277.0,18120.0,7056.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-02-16,16406.0,-1.0,504.0,0.0,10150.0,27043.0,4461.57,9840.0,76706.0,27422.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-02-16,17328.0,1.0,12.0,306.0,10047.0,31952.0,4280.71,9287.0,1104521.0,234621.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-02-16,19816.0,4.0,306.0,120.0,8673.0,24108.0,3611.01,9057.0,13933.0,5551.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-02-16,433.0,8.0,0.0,738.0,4227.0,18276.0,2751.37,6560.0,12612.0,5164.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-02-16,4049.0,10.0,0.0,474.0,6911.0,23270.0,3743.46,8927.0,11983.0,4944.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-02-16,28632.0,7.0,0.0,348.0,11109.0,29285.0,4747.35,10494.0,89224.0,26900.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-02-16,18970.0,4.0,360.0,84.0,12823.0,45051.0,4565.48,9526.0,1059328.0,225068.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-02-16,18886.0,2.0,360.0,36.0,11157.0,39724.0,4368.99,9382.0,8718.0,3147.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-02-16,18709.0,2.0,306.0,54.0,10059.0,40655.0,4153.37,8783.0,10853.0,3834.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-02-16,20508.0,2.0,102.0,0.0,8929.0,39961.0,3809.84,8376.0,13339.0,4554.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-02-16,413.0,2.0,570.0,0.0,4173.0,25130.0,2655.11,5658.0,11908.0,4464.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-02-16,3451.0,2.0,510.0,0.0,6969.0,26215.0,3491.67,7913.0,9083.0,3487.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-02-16,30805.0,1.0,582.0,0.0,10840.0,29916.0,5006.72,10104.0,24678.0,7793.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-16,19329.0,2.0,0.0,450.0,11620.0,39009.0,5112.98,10279.0,1097700.0,234846.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-03-16,19345.0,5.0,216.0,330.0,10857.0,28780.0,5039.96,9905.0,2810.0,1214.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-03-16,18127.0,4.0,444.0,42.0,9413.0,36232.0,4567.37,9464.0,8024.0,3013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-03-16,23280.0,1.0,30.0,570.0,9437.0,28029.0,4380.04,9506.0,10643.0,4091.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-03-16,537.0,1.0,222.0,18.0,4270.0,16740.0,2996.84,6187.0,9404.0,3595.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-03-16,3957.0,3.0,150.0,114.0,7045.0,23320.0,3960.46,8168.0,9773.0,3799.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-03-16,41347.0,3.0,276.0,90.0,23962.0,68873.0,6039.35,11458.0,1143422.0,248417.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-03-16,22941.0,4.0,312.0,0.0,10102.0,47980.0,5919.49,10322.0,7885.0,2923.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-03-16,20531.0,4.0,264.0,0.0,10397.0,31083.0,5918.33,10287.0,6742.0,2293.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-03-16,18064.0,4.0,528.0,0.0,9519.0,35024.0,5454.81,10080.0,8352.0,2971.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-03-16,21703.0,3.0,570.0,0.0,8810.0,27206.0,4858.86,8886.0,10180.0,3611.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-03-16,550.0,3.0,618.0,0.0,3804.0,17741.0,3374.2,6135.0,6397.0,2382.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-03-16,4470.0,4.0,600.0,0.0,6510.0,30188.0,4381.62,8371.0,82897.0,21793.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-03-16,30054.0,4.0,612.0,0.0,12370.0,46145.0,6043.93,10949.0,1081476.0,233234.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-03-16,18493.0,5.0,102.0,0.0,11213.0,31908.0,5858.44,10842.0,9321.0,3709.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-16,18387.0,4.0,570.0,0.0,10581.0,35416.0,10843.98,10433.0,4652.0,1919.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-16,17691.0,6.0,612.0,0.0,9474.0,29292.0,13106.26,9532.0,6852.0,2645.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-03-16,22203.0,5.0,0.0,0.0,9500.0,27678.0,5079.9,9941.0,7138.0,2685.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-03-16,599.0,6.0,0.0,0.0,4343.0,17637.0,3859.33,6582.0,8412.0,3223.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-03-16,4980.0,7.0,138.0,114.0,7247.0,25048.0,4804.68,9123.0,8659.0,3412.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-03-16,30949.0,7.0,0.0,66.0,13475.0,39208.0,6839.28,12162.0,1159006.0,217898.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-03-16,17353.0,8.0,54.0,6.0,9627.0,26628.0,4609.18,9774.0,10152.0,3938.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-03-16,18581.0,8.0,168.0,72.0,10510.0,26584.0,4813.91,9728.0,66379.0,18420.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-03-16,19134.0,8.0,0.0,24.0,11111.0,42954.0,4515.83,9385.0,1102489.0,215732.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-03-16,23568.0,7.0,102.0,522.0,9127.0,25958.0,4336.97,9255.0,14533.0,5374.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
