Date,Target,Avg temp,Sunshine_minutes,Rain_minutes,Voucher orders,Traffic,SEA Cost,SEA Clicks,Emails accepted,Emails open,Weekday_dinsdag,Weekday_donderdag,Weekday_maandag,Weekday_vrijdag,Weekday_woensdag,Weekday_zaterdag,Weekday_zondag,Spc dag pos aanloop_Broer en zussen dag,Spc dag pos aanloop_Kerst,Spc dag pos aanloop_Moederdag,Spc dag pos aanloop_Sinterklaas,Spc dag pos aanloop_Vaderdag,Spc dag pos aanloop_Valentijnsdag,Spc dag pos_1e kerstdag,Spc dag pos_2e kerstdag,Spc dag pos_Broer en zussen dag,Spc dag pos_Moederdag,Spc dag pos_Oudjaarsdag,Spc dag pos_Sinterklaas,Spc dag pos_Vaderdag,Spc dag pos_Valentijnsdag,Spc dag neg_1e Paasdag,Spc dag neg_1e Pinksterdag,Spc dag neg_2e Paasdag,Spc dag neg_2e Pinksterdag,Spc dag neg_Bevrijdingsdag,"Spc dag neg_Bevrijdingsdag, Hemelvaart",Spc dag neg_Goede vrijdag,Spc dag neg_Hemelvaart,Spc dag neg_Koninginnedag/Koningsdag,Spc dag neg_Nieuwjaarsdag
10-09-14,17720.0,14.0,216.0,0.0,10031.0,29012.0,5833.08,9881.0,2711.0,995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-09-14,18054.0,16.0,480.0,0.0,9227.0,24920.0,5772.95,9350.0,2696.0,994.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-09-14,18740.0,16.0,612.0,0.0,7701.0,21117.0,5259.87,7992.0,3422.0,1442.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-09-14,0.0,17.0,444.0,0.0,3631.0,14441.0,3997.4,5794.0,1849.0,808.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-09-14,1856.0,16.0,276.0,0.0,6716.0,19423.0,5360.76,7886.0,2052.0,783.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-09-14,28362.0,17.0,498.0,0.0,10327.0,25654.0,6861.16,10020.0,3500.0,1235.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-09-14,15914.0,18.0,348.0,0.0,9224.0,22926.0,5670.23,8442.0,2822.0,1014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-09-14,19205.0,18.0,666.0,0.0,14675.0,33661.0,5634.56,8991.0,1105252.0,235141.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-09-14,16951.0,19.0,594.0,0.0,7518.0,21781.0,4624.31,7301.0,3314.0,1002.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-09-14,17938.0,18.0,228.0,0.0,6555.0,20510.0,3790.92,6679.0,4060.0,1319.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-09-14,0.0,18.0,234.0,0.0,3180.0,14259.0,3007.44,4847.0,2258.0,763.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-09-14,2290.0,16.0,360.0,72.0,7556.0,35302.0,4516.17,7580.0,1233272.0,291550.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-09-14,27213.0,13.0,396.0,0.0,10007.0,29818.0,5679.04,9454.0,4668.0,1744.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-09-14,16953.0,13.0,306.0,0.0,9157.0,25964.0,5576.14,8507.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-09-14,16838.0,13.0,54.0,258.0,9731.0,26598.0,5210.09,8869.0,2767.0,1019.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-09-14,16783.0,14.0,294.0,0.0,8626.0,24710.0,4754.06,8059.0,2753.0,1017.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-09-14,20273.0,15.0,30.0,48.0,7703.0,21144.0,4256.21,7189.0,4021.0,1378.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-09-14,1.0,13.0,342.0,0.0,3033.0,12664.0,2756.45,4276.0,2602.0,969.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-09-14,2311.0,15.0,468.0,0.0,9775.0,34335.0,3770.43,6118.0,1230704.0,319273.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-09-14,28920.0,16.0,120.0,348.0,12621.0,32944.0,5528.66,9180.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-14,17965.0,16.0,336.0,24.0,10793.0,27829.0,5159.21,8524.0,3486.0,1156.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-10-14,16451.0,16.0,180.0,0.0,9866.0,27090.0,5066.97,8463.0,3895.0,1371.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-10-14,17055.0,16.0,60.0,54.0,10217.0,33317.0,4888.3,8196.0,1246423.0,280937.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-10-14,19649.0,15.0,528.0,0.0,8203.0,21766.0,3902.58,6280.0,3156.0,1065.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-10-14,0.0,16.0,462.0,162.0,3584.0,13712.0,2603.14,4101.0,2721.0,971.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-10-14,2195.0,13.0,0.0,0.0,7003.0,19079.0,3895.13,6548.0,2904.0,1071.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-10-14,28680.0,14.0,6.0,72.0,10289.0,25540.0,5343.88,8772.0,62974.0,18411.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-10-14,17874.0,12.0,228.0,342.0,12412.0,35118.0,5194.52,8319.0,1183479.0,276775.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-10-14,18018.0,13.0,42.0,132.0,10174.0,27452.0,4568.98,7971.0,5556.0,2111.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-10-14,16879.0,15.0,282.0,0.0,8945.0,23108.0,3932.1,6991.0,3790.0,1359.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-14,18604.0,13.0,420.0,0.0,7789.0,21426.0,3410.9,6124.0,3900.0,1417.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-10-14,0.0,11.0,102.0,222.0,3608.0,12949.0,2265.24,3902.0,2757.0,1062.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-10-14,1974.0,12.0,246.0,168.0,5968.0,16015.0,2940.12,5335.0,3395.0,1276.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-10-14,24632.0,15.0,84.0,72.0,9576.0,24340.0,4559.77,8064.0,72088.0,22277.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-10-14,16336.0,12.0,0.0,186.0,9526.0,30117.0,4176.96,7578.0,580545.0,183629.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-10-14,15016.0,14.0,360.0,180.0,8588.0,22827.0,4074.07,7264.0,4206.0,1517.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-10-14,14669.0,14.0,276.0,186.0,8001.0,20605.0,3777.45,7013.0,4720.0,1355.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-10-14,17173.0,15.0,240.0,18.0,7025.0,18268.0,3063.9,5923.0,3958.0,1502.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-10-14,0.0,17.0,432.0,0.0,3026.0,11487.0,1942.73,3614.0,2392.0,839.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-10-14,1936.0,17.0,216.0,0.0,5485.0,15490.0,2879.09,5340.0,3267.0,1297.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-10-14,23614.0,15.0,330.0,12.0,8990.0,25211.0,4394.35,7768.0,4204.0,1484.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-10-14,23387.0,11.0,18.0,684.0,20255.0,44757.0,4045.74,8377.0,1121877.0,257214.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-10-14,19348.0,10.0,222.0,240.0,8315.0,23219.0,3811.8,6974.0,3693.0,1221.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-10-14,16463.0,12.0,78.0,0.0,7707.0,20703.0,3655.35,6605.0,3688.0,1316.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-10-14,18097.0,12.0,0.0,480.0,7281.0,19505.0,3368.2,6308.0,4185.0,1616.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-10-14,1.0,13.0,24.0,18.0,3244.0,12979.0,2183.25,4084.0,2520.0,1031.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-10-14,2230.0,13.0,168.0,0.0,6411.0,17914.0,3113.95,5878.0,3511.0,1405.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-10-14,25119.0,13.0,498.0,0.0,9149.0,23298.0,4422.98,8225.0,4201.0,1593.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-10-14,16645.0,10.0,342.0,0.0,9778.0,34931.0,4132.84,7742.0,1115184.0,256913.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-10-14,16130.0,11.0,0.0,66.0,9461.0,27020.0,4383.96,8141.0,3936.0,1389.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-10-14,16457.0,13.0,60.0,18.0,9597.0,30101.0,4174.48,7609.0,1080512.0,220429.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-10-14,18740.0,14.0,90.0,0.0,7790.0,22748.0,3512.73,6300.0,3948.0,1508.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-11-14,0.0,14.0,492.0,0.0,3065.0,12616.0,1957.14,3666.0,2839.0,1154.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-11-14,2115.0,15.0,462.0,78.0,6302.0,17705.0,2999.2,5768.0,2917.0,1140.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-11-14,24229.0,13.0,30.0,462.0,9876.0,25580.0,4464.64,8247.0,68368.0,19564.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-11-14,16424.0,9.0,0.0,42.0,10200.0,35270.0,4025.03,7768.0,1019908.0,235470.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-11-14,14979.0,6.0,0.0,0.0,8960.0,24857.0,4170.48,7372.0,4013.0,1379.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-11-14,15529.0,6.0,18.0,0.0,7989.0,21495.0,3605.11,6581.0,3804.0,1349.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-11-14,17400.0,8.0,12.0,90.0,7598.0,19719.0,3203.68,6095.0,4092.0,1560.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-11-14,0.0,10.0,480.0,0.0,3345.0,12947.0,2163.61,3845.0,2810.0,1133.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-11-14,2156.0,10.0,300.0,60.0,5928.0,17233.0,3151.68,5805.0,3297.0,1253.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-11-14,26041.0,10.0,420.0,126.0,9347.0,23489.0,4390.27,7873.0,4127.0,1519.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-11-14,16368.0,10.0,324.0,0.0,11422.0,32681.0,4433.47,7592.0,1080364.0,255299.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-14,15957.0,9.0,30.0,48.0,9746.0,30178.0,4728.73,8079.0,3701.0,1286.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-11-14,16000.0,8.0,420.0,0.0,8311.0,24997.0,3946.41,6881.0,3554.0,1292.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-14,17520.0,10.0,78.0,258.0,6921.0,21296.0,3164.73,6307.0,3937.0,1493.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-11-14,0.0,10.0,0.0,456.0,3436.0,16059.0,2287.16,4290.0,2628.0,1045.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-11-14,2367.0,8.0,0.0,1050.0,6744.0,19730.0,3483.56,6713.0,3379.0,1470.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-11-14,28586.0,10.0,210.0,18.0,9437.0,29044.0,4466.8,8339.0,4291.0,1605.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-11-14,16075.0,8.0,0.0,0.0,9052.0,36513.0,4529.5,8229.0,1075004.0,249472.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-11-14,15433.0,8.0,0.0,0.0,8317.0,27109.0,4113.61,7826.0,8696.0,3591.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-11-14,15447.0,7.0,0.0,0.0,7532.0,24361.0,3885.77,7326.0,4010.0,1491.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-11-14,16711.0,5.0,420.0,0.0,6710.0,19737.0,3417.84,6552.0,3839.0,1417.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-11-14,0.0,8.0,258.0,0.0,3042.0,13453.0,2421.26,4410.0,2647.0,994.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-11-14,2367.0,11.0,300.0,180.0,6028.0,19297.0,3593.32,6815.0,3163.0,1195.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-11-14,28841.0,7.0,342.0,174.0,9219.0,26543.0,5107.09,9121.0,111242.0,32993.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-11-14,17004.0,4.0,264.0,0.0,9183.0,38738.0,4872.65,9029.0,1010979.0,226448.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-11-14,18411.0,5.0,0.0,30.0,8540.0,27764.0,5081.57,9383.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-11-14,18808.0,7.0,12.0,300.0,7992.0,24923.0,4649.71,8592.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-11-14,17918.0,6.0,96.0,0.0,7038.0,21843.0,4234.32,7543.0,3229.0,1413.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-11-14,1.0,3.0,354.0,0.0,3129.0,15488.0,3050.25,5392.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-11-14,2413.0,3.0,0.0,0.0,5686.0,21231.0,4617.18,8299.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-12-14,35569.0,2.0,0.0,0.0,9165.0,28862.0,5901.31,10517.0,129824.0,38270.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-12-14,23717.0,1.0,0.0,36.0,9655.0,34845.0,5756.89,10179.0,980859.0,242167.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-12-14,23421.0,-1.0,0.0,0.0,8759.0,34795.0,5659.71,9572.0,92.0,79.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-12-14,25513.0,0.0,0.0,0.0,7928.0,27922.0,4911.26,8364.0,5256.0,1724.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-12-14,23416.0,4.0,90.0,108.0,6005.0,20815.0,3866.06,6497.0,3902.0,1462.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
06-12-14,0.0,3.0,336.0,0.0,3184.0,16851.0,3832.05,5411.0,2746.0,1010.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-12-14,2673.0,3.0,0.0,330.0,6578.0,26500.0,6985.57,10080.0,3487.0,1289.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-12-14,63953.0,3.0,138.0,132.0,9535.0,33597.0,8235.66,12077.0,87013.0,23234.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-12-14,34501.0,2.0,222.0,0.0,10597.0,70984.0,8869.84,12047.0,986893.0,234198.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-12-14,39489.0,7.0,276.0,396.0,10040.0,42867.0,9646.05,12422.0,3682.0,1206.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-12-14,44722.0,7.0,48.0,414.0,10793.0,52348.0,9844.92,12592.0,1043727.0,239532.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-12-14,48726.0,8.0,0.0,768.0,9219.0,42092.0,9199.84,11711.0,3936.0,1563.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-12-14,0.0,5.0,0.0,0.0,5116.0,30691.0,8469.62,9511.0,2891.0,1078.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-12-14,7262.0,3.0,402.0,0.0,10046.0,44859.0,11870.36,14605.0,303031.0,77506.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-12-14,136629.0,6.0,66.0,420.0,13095.0,57095.0,13240.24,17515.0,668615.0,113092.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-12-14,64403.0,5.0,174.0,84.0,11517.0,54073.0,14305.81,16615.0,2391.0,765.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-12-14,72174.0,8.0,0.0,414.0,12765.0,59678.0,20910.15,19220.0,3810.0,1277.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-12-14,74047.0,12.0,0.0,324.0,12158.0,59743.0,17844.54,16790.0,1050374.0,224471.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-12-14,69931.0,9.0,156.0,498.0,10814.0,49456.0,15025.0,15003.0,3574.0,1241.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-12-14,50.0,8.0,42.0,60.0,7455.0,41227.0,12924.1,12295.0,3196.0,1429.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-12-14,11616.0,8.0,30.0,0.0,12460.0,57842.0,12524.95,14380.0,1064577.0,237309.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-12-14,159481.0,11.0,0.0,102.0,14349.0,56074.0,14166.57,16466.0,4132.0,1381.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-12-14,45384.0,11.0,252.0,0.0,9122.0,44171.0,9736.67,12389.0,3948.0,1435.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-12-14,18236.0,8.0,0.0,432.0,3789.0,32594.0,3091.22,6625.0,3667.0,1139.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-12-14,65.0,5.0,126.0,66.0,1469.0,15809.0,1288.52,2782.0,3618.0,1182.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-12-14,137.0,2.0,198.0,0.0,2276.0,14065.0,1437.88,2948.0,3751.0,1374.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-12-14,2.0,1.0,0.0,930.0,3856.0,17324.0,2365.43,4403.0,2847.0,1085.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-12-14,5330.0,-1.0,396.0,12.0,5356.0,19396.0,2789.97,5179.0,3437.0,1346.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-12-14,45912.0,4.0,216.0,66.0,8367.0,34917.0,3272.71,6415.0,1053296.0,250263.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-12-14,18334.0,5.0,30.0,60.0,6563.0,28870.0,2806.09,5735.0,4266.0,1497.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-12-14,10459.0,5.0,318.0,0.0,3090.0,46550.0,1778.25,3701.0,4228.0,1408.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01-15,138.0,3.0,168.0,0.0,3377.0,24669.0,1836.96,3505.0,3969.0,1370.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
02-01-15,20230.0,7.0,264.0,276.0,6396.0,20796.0,2857.1,5629.0,3175.0,1249.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-01-15,1.0,4.0,0.0,234.0,3729.0,15641.0,2404.96,4339.0,2895.0,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
