Date,Weekday,Avg. Temperature,sunshine_duration_in_min,rain_time_in_min,Costs,Clicks,TV,Radio,ATL - Media,Users,aantal_geaccepterrd,unieke_opens,Partner Voucherorders,multi_cat_type_beverage,multi_cat_type_cards,multi_cat_type_flowers,multi_cat_type_balloons,multi_cat_type_cake,multi_cat_type_chocolate,multi_cat_type_baby&kids,multi_cat_type_mannenproducten,multi_cat_type_beauty,multi_cat_type_personalized,multi_cat_type_mugs,multi_cat_type_all,multi_cat_type_books,multi_cat_type_other,marketing_Balloons,marketing_Beauty,marketing_Beverage,marketing_Books,marketing_Cards,marketing_Chocolate,marketing_Flowers,marketing_Multi-cat
06-03-2019,woensdag,10.0,0.0,204.0,7954.71,17980.0,0.0,0.0,0.0,52835.0,506607.0,147539.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
07-03-2019,donderdag,9.2,342.0,492.0,7116.94,16866.0,0.0,0.0,0.0,48883.0,426969.0,105108.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
08-03-2019,vrijdag,7.8,342.0,204.0,5993.03,14813.0,0.0,0.0,0.0,44628.0,258155.0,65847.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
09-03-2019,zaterdag,8.8,150.0,246.0,4292.26,10542.0,0.0,0.0,0.0,32944.0,312159.0,72867.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
10-03-2019,zondag,5.8,12.0,768.0,5456.71,13807.0,0.0,0.0,0.0,39592.0,391052.0,110617.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
11-03-2019,maandag,5.4,252.0,126.0,7289.49,18623.0,0.0,0.0,0.0,74136.0,346482.0,82620.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
12-03-2019,dinsdag,6.8,6.0,264.0,7261.54,17286.0,0.0,0.0,0.0,60385.0,977528.0,224368.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
13-03-2019,woensdag,7.3,108.0,240.0,6977.95,17156.0,0.0,0.0,0.0,52972.0,610037.0,148551.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
14-03-2019,donderdag,8.2,36.0,438.0,6583.59,16188.0,0.0,0.0,0.0,49366.0,894177.0,237463.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
15-03-2019,vrijdag,9.5,18.0,330.0,5558.02,14216.0,0.0,0.0,0.0,56987.0,375049.0,96224.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
16-03-2019,zaterdag,0.0,0.0,0.0,3976.82,10212.0,0.0,0.0,0.0,36231.0,474881.0,122236.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
17-03-2019,zondag,7.1,474.0,318.0,4662.82,12636.0,0.0,0.0,0.0,37963.0,583347.0,110507.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
18-03-2019,maandag,5.1,414.0,66.0,5642.4,14837.0,0.0,9200.4,9200.4,57061.0,469702.0,123577.0,229.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1
19-03-2019,dinsdag,4.7,366.0,0.0,7618.28,16470.0,0.0,9200.4,9200.4,93896.0,655988.0,169127.0,235.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1
20-03-2019,woensdag,9.1,0.0,0.0,8176.48,17296.0,0.0,9200.4,9200.4,70283.0,615609.0,139988.0,288.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1
21-03-2019,donderdag,8.1,12.0,0.0,7600.19,16272.0,0.0,9200.4,9200.4,54701.0,1306224.0,317512.0,294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1
22-03-2019,vrijdag,9.5,390.0,12.0,6887.97,14452.0,0.0,9200.4,9200.4,54505.0,559344.0,130423.0,291.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1
23-03-2019,zaterdag,8.1,150.0,0.0,4909.96,10572.0,0.0,9200.4,9200.4,35233.0,1825253.0,450182.0,271.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1
24-03-2019,zondag,5.5,528.0,0.0,5755.19,12619.0,0.0,9200.4,9200.4,38868.0,192299.0,49623.0,381.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1
25-03-2019,maandag,7.7,228.0,60.0,9092.05,18811.0,0.0,9200.4,9200.4,58064.0,1607956.0,425053.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
26-03-2019,dinsdag,7.3,108.0,0.0,0.0,0.0,0.0,9200.4,9200.4,67576.0,3138499.0,730283.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
27-03-2019,woensdag,9.3,282.0,0.0,0.0,0.0,0.0,9200.4,9200.4,62341.0,3492459.0,819775.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
28-03-2019,donderdag,8.5,12.0,0.0,0.0,0.0,0.0,9200.4,9200.4,74731.0,2577746.0,726477.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
29-03-2019,vrijdag,9.0,660.0,0.0,0.0,0.0,0.0,9200.4,9200.4,56599.0,1493321.0,334281.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
30-03-2019,zaterdag,11.2,510.0,0.0,0.0,0.0,0.0,9200.4,9200.4,31609.0,9282886.0,2093694.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
31-03-2019,zondag,8.2,468.0,0.0,0.0,0.0,0.0,9200.4,9200.4,38055.0,4315581.0,893084.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
01-04-2019,maandag,7.1,720.0,0.0,0.0,0.0,0.0,9200.4,9200.4,70658.0,99.0,37.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
