,Date,Weekday,Voucher Total,Emails geaccepteerd,Emails unieke opens,TrafficTotal,Traffic split desktop,Traffic split mobile,Traffic split tablet,Som van Kosten,Som van Klikken,Ordered=Send
1167,13-Mar-13,Woensdag,"10,812",660090.0,256428.0,42105,,,,2517.97,7263,9684.0
1168,14-Mar-13,Donderdag,"8,693",,,32408,,,,2270.23,6713,8481.0
1169,15-Mar-13,Vrijdag,"8,004",,,23664,,,,2279.84,6478,8960.0
1170,16-Mar-13,Zaterdag,"4,084",,,15811,,,,1967.0,4727,
1171,17-Mar-13,Zondag,"9,063",181070.0,41848.0,29249,,,,3939.73,8527,7972.0
1172,18-Mar-13,Maandag,"14,685",879737.0,114325.0,41337,,,,4055.97,9194,12056.0
1173,19-Mar-13,Dinsdag,"11,889",,,33164,,,,4372.73,9090,9579.0
1174,20-Mar-13,Woensdag,"15,008",1032825.0,91313.0,41261,,,,4371.79,9353,12747.0
1175,21-Mar-13,Donderdag,"11,832",,,31779,,,,3821.2,8601,10480.0
1176,22-Mar-13,Vrijdag,"10,736",,,28079,,,,3697.43,7618,11109.0
1177,23-Mar-13,Zaterdag,"5,775",,,19732,,,,3270.72,5714,
1178,24-Mar-13,Zondag,"17,086",1035513.0,233249.0,39769,,,,4157.83,8770,12928.0
1179,25-Mar-13,Maandag,"9,446",,,26654,,,,2525.91,7421,8246.0
1180,26-Mar-13,Dinsdag,"9,244",,,25840,,,,2715.56,8060,8167.0
1181,27-Mar-13,Woensdag,"9,432",,,25026,,,,2619.54,7795,9005.0
1182,28-Mar-13,Donderdag,"9,269",,,23986,,,,2617.1,7594,9219.0
1183,29-Mar-13,Vrijdag,"8,310",,,21875,,,,2536.25,6927,10642.0
1184,30-Mar-13,Zaterdag,"3,208",,,13904,,,,1965.42,4535,
1185,31-Mar-13,Zondag,"3,392",,,12926,,,,1895.69,4357,
1186,1-Apr-13,Maandag,"6,452",,,19502,,,,2587.7,6252,70.0
1187,2-Apr-13,Dinsdag,"9,533",112619.0,51387.0,25790,,,,2901.78,7827,48.0
1188,3-Apr-13,Woensdag,"12,455",540074.0,206191.0,36654,,,,2921.27,7886,301.0
1189,4-Apr-13,Donderdag,"10,318",140440.0,38008.0,29724,,,,2730.83,7392,31.0
1190,5-Apr-13,Vrijdag,"8,898",,,24604,,,,2343.15,6457,9337.0
1191,6-Apr-13,Zaterdag,"4,339",,,16024,,,,1930.26,4601,
1192,7-Apr-13,Zondag,"7,322",,,20150,,,,2513.1,6161,6198.0
1193,8-Apr-13,Maandag,"10,445",166828.0,50572.0,28753,,,,2949.94,7815,8699.0
1194,9-Apr-13,Dinsdag,"11,608",660148.0,177453.0,34946,,,,2928.4,7644,93.0
1195,10-Apr-13,Woensdag,"10,244",125393.0,25133.0,28316,,,,2954.17,7732,73.0
1196,11-Apr-13,Donderdag,"8,677",,,24821,,,,2702.26,7218,921.0
1197,12-Apr-13,Vrijdag,"8,164",,,22395,,,,2317.53,6517,10091.0
1198,13-Apr-13,Zaterdag,"3,686",,,15485,,,,1772.93,4306,
1199,14-Apr-13,Zondag,"6,272",,,17661,,,,2103.32,5366,5172.0
1200,15-Apr-13,Maandag,"9,138",,,24456,,,,2737.56,7426,7748.0
1201,16-Apr-13,Dinsdag,"8,221",,,23420,,,,2770.88,7846,7320.0
1202,17-Apr-13,Woensdag,"10,353",798258.0,221662.0,35333,,,,2534.77,6792,8728.0
1203,18-Apr-13,Donderdag,"8,861",2.0,2.0,25995,,,,2477.92,6672,7683.0
1204,19-Apr-13,Vrijdag,"8,113",,,22465,,,,2258.17,5894,9280.0
1205,20-Apr-13,Zaterdag,"3,612",,,13917,,,,1696.41,3969,
1206,21-Apr-13,Zondag,"8,750",736150.0,211857.0,26799,,,,2338.33,5609,5995.0
1207,22-Apr-13,Maandag,"10,125",,,26638,,,,3104.01,7411,272.0
1208,23-Apr-13,Dinsdag,"9,941",,,26674,,,,3958.18,8462,5963.0
1209,24-Apr-13,Woensdag,"8,604",641.0,399.0,22962,,,,3336.81,7148,7828.0
1210,25-Apr-13,Donderdag,"11,265",824382.0,235349.0,30065,,,,3201.84,6833,8449.0
1211,26-Apr-13,Vrijdag,"9,882",,,25436,,,,3220.57,6965,2923.0
1212,27-Apr-13,Zaterdag,"4,349",,,15978,,,,2771.12,4900,
1213,28-Apr-13,Zondag,"6,326",,,18185,,,,3070.92,5869,2965.0
1214,29-Apr-13,Maandag,"6,490",,,19111,,,,3502.59,6284,6340.0
1215,30-Apr-13,Dinsdag,"3,597",,,11515,,,,2197.65,3647,
1216,1-May-13,Woensdag,"8,024",130412.0,37220.0,22506,,,,3588.72,6914,6492.0
1217,2-May-13,Donderdag,"10,450",588050.0,174501.0,36408,,,,4869.64,9816,7462.0
1218,3-May-13,Vrijdag,"9,104",,,28602,,,,4956.58,8624,272.0
1219,4-May-13,Zaterdag,"6,546",,,24783,,,,4737.39,7510,
1220,5-May-13,Zondag,"8,212",127253.0,37383.0,32057,,,,4720.3,7789,5062.0
1221,6-May-13,Maandag,"14,448",565554.0,178978.0,52776,,,,6473.16,11526,8626.0
1222,7-May-13,Dinsdag,"16,668",,,50407,,,,7986.83,13354,10150.0
1223,8-May-13,Woensdag,"20,756",689723.0,205984.0,63571,,,,8234.07,15465,13506.0
1224,9-May-13,Donderdag,"18,628",,,51403,,,,7964.5,13562,
1225,10-May-13,Vrijdag,"31,073",674712.0,185104.0,77952,,,,10064.31,20894,17919.0
1226,11-May-13,Zaterdag,"12,998",,,45353,,,,6148.89,14222,
1227,12-May-13,Zondag,"12,990",,,37911,,,,5843.22,12730,8716.0
1228,13-May-13,Maandag,"10,119",7521.0,2308.0,30196,,,,4127.6,8633,9105.0
1229,14-May-13,Dinsdag,"8,902",,,26045,,,,3769.65,7705,8245.0
1230,15-May-13,Woensdag,"9,079",4552.0,2879.0,25309,,,,3651.43,7665,8406.0
1231,16-May-13,Donderdag,"11,381",759964.0,267536.0,42957,,,,3407.7,7192,10036.0
1232,17-May-13,Vrijdag,"8,847",,,26024,,,,2940.23,6247,9666.0
1233,18-May-13,Zaterdag,"3,604",,,15008,,,,2175.31,4069,
1234,19-May-13,Zondag,"3,775",,,14275,,,,2285.19,4106,
1235,20-May-13,Maandag,"8,126",,,22552,,,,3424.75,6866,7771.0
1236,21-May-13,Dinsdag,"9,504",,,25444,,,,3406.23,7634,486.0
1237,22-May-13,Woensdag,"9,533",675.0,391.0,25495,,,,3291.62,7785,2140.0
1238,23-May-13,Donderdag,"11,771",621563.0,199642.0,33391,,,,3024.49,7182,10234.0
1239,24-May-13,Vrijdag,"9,341",,,24639,,,,2685.58,6136,144.0
1240,25-May-13,Zaterdag,"4,571",,,15855,,,,2180.05,4404,
1241,26-May-13,Zondag,"8,471",,,22446,,,,3284.18,6923,6856.0
1242,27-May-13,Maandag,"13,527",618957.0,201905.0,34658,,,,3119.2,7015,9972.0
1243,28-May-13,Dinsdag,"10,218",,,25525,,,,3041.31,6630,8030.0
1244,29-May-13,Woensdag,"11,525",678.0,409.0,27959,,,,3472.7,7789,9132.0
1245,30-May-13,Donderdag,"9,585",,,24272,,,,2996.04,6819,9364.0
1246,31-May-13,Vrijdag,"7,827",,,20632,,,,2498.83,5787,8435.0
1247,1-Jun-13,Zaterdag,"4,175",,,15203,,,,2317.87,4666,
1248,2-Jun-13,Zondag,"6,542",226680.0,72958.0,18753,,,,2529.19,5361,5578.0
1249,3-Jun-13,Maandag,"10,310",381571.0,101641.0,31213,,,,3602.25,8098,9068.0
1250,4-Jun-13,Dinsdag,"8,467",,,23589,,,,2976.28,6726,7643.0
1251,5-Jun-13,Woensdag,"8,052",677.0,376.0,21673,,,,2702.7,6435,7383.0
1252,6-Jun-13,Donderdag,"7,892",,,20384,,,,2348.44,5831,7038.0
1253,7-Jun-13,Vrijdag,"6,827",,,18224,,,,2128.72,5095,7379.0
1254,8-Jun-13,Zaterdag,"4,174",,,13381,,,,1661.74,3524,
1255,9-Jun-13,Zondag,"7,991",100071.0,26513.0,23059,,,,3127.39,6860,63.0
1256,10-Jun-13,Maandag,"12,168",533598.0,180548.0,40306,,,,3793.47,8647,5217.0
1257,11-Jun-13,Dinsdag,"9,924",,,27916,,,,3594.44,7856,8452.0
1258,12-Jun-13,Woensdag,"12,054",101299.0,26670.0,32356,,,,4015.7,9181,10434.0
1259,13-Jun-13,Donderdag,"18,265",734897.0,219791.0,47613,,,,4445.16,10562,17735.0
1260,14-Jun-13,Vrijdag,"13,442",0.0,0.0,33011,,,,3756.29,8803,14186.0
1261,15-Jun-13,Zaterdag,"5,210",0.0,1.0,19842,,,,3092.82,6025,
1262,16-Jun-13,Zondag,"7,163",,,21560,,,,3466.0,6917,49.0
1263,17-Jun-13,Maandag,"9,291",,,24799,,,,3021.14,7096,8544.0
1264,18-Jun-13,Dinsdag,"7,787",,,21124,,,,2370.76,5795,5572.0
1265,19-Jun-13,Woensdag,"9,434",62273.0,31677.0,25169,,,,2837.42,6620,32.0
1266,20-Jun-13,Donderdag,"9,777",689077.0,186917.0,36028,,,,2762.12,6913,7000.0
1267,21-Jun-13,Vrijdag,"8,759",6096.0,1487.0,27100,,,,2636.66,6686,9014.0
1268,22-Jun-13,Zaterdag,"4,444",,,17789,,,,2106.46,4775,
1269,23-Jun-13,Zondag,"8,042",,,23235,,,,2894.54,6806,37.0
1270,24-Jun-13,Maandag,"10,355",1609.0,640.0,28699,,,,3317.01,8412,8988.0
1271,25-Jun-13,Dinsdag,"9,592",59733.0,21674.0,26733,,,,2927.21,7408,6049.0
1272,26-Jun-13,Woensdag,"13,764",586320.0,167195.0,37313,,,,2971.0,7736,230.0
1273,27-Jun-13,Donderdag,"10,494",,,27846,,,,2771.0,7298,18.0
1274,28-Jun-13,Vrijdag,"8,860",2270.0,833.0,23352,,,,2347.66,6284,7155.0
1275,29-Jun-13,Zaterdag,"4,558",,,15003,,,,1894.87,4278,
1276,30-Jun-13,Zondag,"7,552",122630.0,37094.0,20959,,,,2580.06,6067,3259.0
1277,1-Jul-13,Maandag,"13,776",512043.0,155557.0,37399,,,,3570.3,8453,790.0
1278,2-Jul-13,Dinsdag,"10,512",,,27191,,,,3950.55,7991,9278.0
1279,3-Jul-13,Woensdag,"11,842",646.0,343.0,29619,,,,5193.03,9150,72.0
1280,4-Jul-13,Donderdag,"12,232",684615.0,170277.0,34335,,,,4711.58,8700,49.0
1281,5-Jul-13,Vrijdag,"9,251",,,24313,,,,3328.76,6513,6922.0
1282,6-Jul-13,Zaterdag,"4,056",,,13417,,,,2351.08,3995,
1283,7-Jul-13,Zondag,"10,417",732466.0,174365.0,25855,,,,3054.44,5120,1812.0
1284,8-Jul-13,Maandag,"8,246",,,23171,,,,2294.22,6215,62.0
1285,9-Jul-13,Dinsdag,"7,982",,,22240,,,,2323.15,6245,30.0
1286,10-Jul-13,Woensdag,"8,764",134433.0,43503.0,24889,,,,2630.09,6627,4368.0
1287,11-Jul-13,Donderdag,"8,950",547995.0,183675.0,29377,,,,2423.74,6346,8462.0
1288,12-Jul-13,Vrijdag,"7,426",1703.0,553.0,20761,,,,2048.57,5555,668.0
1289,13-Jul-13,Zaterdag,"3,558",,,12484,,,,1458.45,3621,
1290,14-Jul-13,Zondag,"5,847",,,16032,,,,1906.22,4787,2.0
1291,15-Jul-13,Maandag,"8,242",,,20761,,,,2093.99,5791,50.0
1292,16-Jul-13,Dinsdag,"7,575",,,19984,,,,1964.36,5717,1151.0
1293,17-Jul-13,Woensdag,"7,692",118996.0,32762.0,20630,,,,1792.29,5560,6719.0
1294,18-Jul-13,Donderdag,"8,212",703675.0,188971.0,26877,,,,1590.74,5082,4704.0
1295,19-Jul-13,Vrijdag,"7,134",7365.0,1893.0,18677,,,,1430.63,4580,81.0
1296,20-Jul-13,Zaterdag,"3,992",,,13264,,,,1264.35,3497,
1297,21-Jul-13,Zondag,"4,803",,,13019,,,,1172.77,3402,4220.0
1298,22-Jul-13,Maandag,"7,489",,,18604,,,,1595.06,4992,6858.0
1299,23-Jul-13,Dinsdag,"7,345",80595.0,21078.0,18796,,,,1624.66,5141,7101.0
1300,24-Jul-13,Woensdag,"11,016",745510.0,197942.0,30848,,,,1906.88,5630,9940.0
1301,25-Jul-13,Donderdag,"7,787",,,20885,,,,1704.69,5280,7518.0
1302,26-Jul-13,Vrijdag,"7,568",,,20358,,,,1598.11,4841,8056.0
1303,27-Jul-13,Zaterdag,"4,325",,,14771,,,,1365.38,3712,
1304,28-Jul-13,Zondag,"6,389",117415.0,31266.0,18340,,,,1549.28,4565,5215.0
1305,29-Jul-13,Maandag,"11,019",559347.0,163935.0,31190,,,,1945.29,5871,379.0
1306,30-Jul-13,Dinsdag,"9,758",141274.0,28181.0,26982,,,,2049.29,6136,6593.0
1307,31-Jul-13,Woensdag,"8,947",683.0,350.0,23198,,,,1856.66,5570,8235.0
1308,1-Aug-13,Donderdag,"6,463",,,18257,,,,1476.62,4631,6640.0
1309,2-Aug-13,Vrijdag,"6,118",,,16843,,,,1238.54,4055,7307.0
1310,3-Aug-13,Zaterdag,"3,751",,,13117,,,,1184.89,3298,
1311,4-Aug-13,Zondag,"5,621",78981.0,20012.0,16736,,,,1387.42,4168,5654.0
1312,5-Aug-13,Maandag,"9,072",686435.0,164667.0,29859,,,,1893.36,5793,3664.0
1313,6-Aug-13,Dinsdag,"8,039",,,24368,,,,1830.39,5672,57.0
1314,7-Aug-13,Woensdag,"8,688",674.0,339.0,24860,,,,2098.07,6471,15.0
1315,8-Aug-13,Donderdag,"7,245",,,20755,,,,1651.91,5221,735.0
1316,9-Aug-13,Vrijdag,"6,892",,,19404,,,,1457.36,4713,7679.0
1317,10-Aug-13,Zaterdag,"3,854",,,14050,,,,1221.42,3437,
1318,11-Aug-13,Zondag,"7,097",167633.0,49242.0,20757,,,,1609.13,4836,5764.0
1319,12-Aug-13,Maandag,"10,763",586630.0,163599.0,31146,,,,1754.92,5513,10802.0
1320,13-Aug-13,Dinsdag,"9,193",,,27893,,,,1891.14,5691,8410.0
1321,14-Aug-13,Woensdag,"8,419",7679.0,2143.0,24204,,,,1735.31,5324,7794.0
1322,15-Aug-13,Donderdag,"8,532",,,23521,,,,1726.39,5490,8176.0
1323,16-Aug-13,Vrijdag,"7,160",,,19671,,,,1371.5,4536,8139.0
1324,17-Aug-13,Zaterdag,"3,904",,,14366,,,,1137.26,3318,
1325,18-Aug-13,Zondag,"7,000",,,19549,,,,1671.12,5021,3705.0
1326,19-Aug-13,Maandag,"13,124",738226.0,211040.0,36359,,,,1977.65,6135,113.0
1327,20-Aug-13,Dinsdag,"9,557",,,26730,,,,1931.36,6413,8128.0
1328,21-Aug-13,Woensdag,"9,280",,,24966,,,,2108.26,5575,8035.0
1329,22-Aug-13,Donderdag,"8,092",,,23588,,,,2528.45,6076,8808.0
1330,23-Aug-13,Vrijdag,"6,995",,,19860,,,,2182.73,5098,88.0
1331,24-Aug-13,Zaterdag,"3,903",,,14992,,,,2028.42,4101,
1332,25-Aug-13,Zondag,"6,585",,,19570,,,,2469.97,5629,17.0
1333,26-Aug-13,Maandag,"9,225",91080.0,21032.0,25527,,,,2885.59,6877,36.0
1334,27-Aug-13,Dinsdag,"18,799",655934.0,172385.0,43848,,,,2699.49,6885,14172.0
1335,28-Aug-13,Woensdag,"8,790",1.0,2.0,25938,,,,2634.54,6676,8235.0
1336,29-Aug-13,Donderdag,"8,135",,,22884,,,,2599.64,6368,389.0
1337,30-Aug-13,Vrijdag,"7,815",,,21373,,,,2436.57,5917,50.0
1338,31-Aug-13,Zaterdag,"3,973",,,14418,,,,2176.42,4302,
1339,1-Sep-13,Zondag,"7,260",86863.0,25786.0,20534,,,,2047.17,5745,143.0
1340,2-Sep-13,Maandag,"9,031",,,23856,,,,2328.95,6800,89.0
1341,3-Sep-13,Dinsdag,"9,416",470015.0,147817.0,32749,,,,2460.72,6476,3125.0
1342,4-Sep-13,Woensdag,"8,422",219930.0,54997.0,25633,,,,2298.56,5921,8396.0
1343,5-Sep-13,Donderdag,"7,776",4956.0,1621.0,21404,,,,2183.05,5689,8096.0
1344,6-Sep-13,Vrijdag,"8,797",,,22904,,,,2139.2,5604,10064.0
1345,7-Sep-13,Zaterdag,"3,814",,,14363,,,,1890.61,3982,
1346,8-Sep-13,Zondag,"7,080",75978.0,22155.0,20180,,,,2364.35,5620,7087.0
1347,9-Sep-13,Maandag,"12,126",701693.0,192738.0,33905,,,,2826.12,7151,11082.0
1348,10-Sep-13,Dinsdag,"9,830",,,27034,,,,2783.51,6921,4700.0
1349,11-Sep-13,Woensdag,"8,977",,,23429,,,,2612.79,6627,76.0
1350,12-Sep-13,Donderdag,"8,204",,,20881,,,,2273.77,6023,8410.0
1351,13-Sep-13,Vrijdag,"7,432",,,18238,,,,1976.74,5526,8968.0
1352,14-Sep-13,Zaterdag,"2,958",,,9115,,,,1895.72,5285,
1353,15-Sep-13,Zondag,"7,305",39802.0,12055.0,18056,,,,2128.61,5622,7529.0
1354,16-Sep-13,Maandag,"13,725",737964.0,218404.0,34086,,,,2461.85,6964,12039.0
1355,17-Sep-13,Dinsdag,"10,170",,,25430,,,,2338.81,6351,9004.0
1356,18-Sep-13,Woensdag,"9,574",,,23333,,,,2545.86,6626,8953.0
1357,19-Sep-13,Donderdag,"7,304",,,16413,,,,2010.28,6385,7446.0
1358,20-Sep-13,Vrijdag,"7,820",2.0,2.0,18206,,,,1902.22,5485,9734.0
1359,21-Sep-13,Zaterdag,"3,850",,,11888,,,,1456.53,3685,
1360,22-Sep-13,Zondag,"6,917",14918.0,4236.0,16873,,,,2045.2,5455,7146.0
1361,23-Sep-13,Maandag,"9,960",766314.0,228283.0,33296,,,,2390.67,7076,9429.0
1362,24-Sep-13,Dinsdag,"8,685",,,23118,,,,2275.66,6560,8757.0
1363,25-Sep-13,Woensdag,"8,540",,,20316,,,,2137.6,6521,8990.0
1364,26-Sep-13,Donderdag,"8,419",,,19681,,,,2125.04,6117,8624.0
1365,27-Sep-13,Vrijdag,"7,437",2.0,2.0,17076,,,,1743.64,5446,9279.0
1366,28-Sep-13,Zaterdag,"3,670",,,11178,,,,1256.64,3477,
1367,29-Sep-13,Zondag,"7,295",59033.0,17123.0,17038,,,,1802.83,5489,7580.0
1368,30-Sep-13,Maandag,"13,221",643105.0,179512.0,30672,,,,2312.32,7256,11717.0
1369,1-Oct-13,Dinsdag,"10,370",,,25021,,,,2343.79,6797,9720.0
1370,2-Oct-13,Woensdag,"9,749",,,22771,,,,2260.19,6661,10642.0
1371,3-Oct-13,Donderdag,"8,931",,,19826,,,,2049.6,6034,9316.0
1372,4-Oct-13,Vrijdag,"7,559",,,17553,,,,1872.05,5640,8898.0
1373,5-Oct-13,Zaterdag,"3,586",,,11805,,,,1585.5,3996,
1374,6-Oct-13,Zondag,"6,730",78726.0,20283.0,17102,,,,2113.55,5511,7309.0
1375,7-Oct-13,Maandag,"11,019",687441.0,184104.0,31320,,,,2610.5,6959,10388.0
1376,8-Oct-13,Dinsdag,"8,723",,,23294,,,,2746.49,6972,8908.0
1377,9-Oct-13,Woensdag,"8,911",,,20859,,,,2863.29,6979,9738.0
1378,10-Oct-13,Donderdag,"8,032",,,19494,,,,2558.17,6325,8886.0
1379,11-Oct-13,Vrijdag,"7,653",3508.0,808.0,18360,,,,2452.21,6252,9192.0
1380,12-Oct-13,Zaterdag,"3,629",,,11708,,,,1869.89,4232,
1381,13-Oct-13,Zondag,"7,068",39529.0,11554.0,17885,,,,2629.99,6427,8205.0
1382,14-Oct-13,Maandag,"10,269",723994.0,202162.0,34943,,,,4967.22,9794,10175.0
1383,15-Oct-13,Dinsdag,"8,736",,,27204,,,,5603.87,10767,9068.0
1384,16-Oct-13,Woensdag,"8,350",,,22769,,,,3906.72,8610,8838.0
1385,17-Oct-13,Donderdag,"7,653",,,21791,,,,4434.44,9456,8326.0
1386,18-Oct-13,Vrijdag,"6,961",,,19798,,,,4366.37,9071,8713.0
1387,19-Oct-13,Zaterdag,"3,482",,,14766,,,,3849.35,7316,
1388,20-Oct-13,Zondag,"6,481",29541.0,8856.0,19734,,,,4241.87,8775,6865.0
1389,21-Oct-13,Maandag,"11,457",1123933.0,292382.0,34621,,,,3304.61,7684,11252.0
1390,22-Oct-13,Dinsdag,"8,911",,,24374,,,,2970.09,6752,9084.0
1391,23-Oct-13,Woensdag,"9,082",,,22824,,,,3062.53,7158,9693.0
1392,24-Oct-13,Donderdag,"7,955",37925.0,10855.0,19843,,,,2826.98,6591,8555.0
1393,25-Oct-13,Vrijdag,"8,028",1079954.0,296198.0,24340,,,,2741.15,6608,9692.0
1394,26-Oct-13,Zaterdag,"3,715",,,13140,,,,2060.41,4533,
1395,27-Oct-13,Zondag,"7,749",34407.0,10651.0,20338,,,,3074.57,7152,8309.0
1396,28-Oct-13,Maandag,"11,569",1134095.0,306766.0,35691,,,,3671.08,8476,11346.0
1397,29-Oct-13,Dinsdag,"9,557",,,25428,,,,3193.07,7372,9746.0
1398,30-Oct-13,Woensdag,"9,352",,,23605,,,,3238.21,7704,10080.0
1399,31-Oct-13,Donderdag,"8,775",,,20314,,,,3051.49,7242,9771.0
1400,1-Nov-13,Vrijdag,"7,852",,,20546,,,,2895.89,7087,9478.0
1401,2-Nov-13,Zaterdag,"3,753",,,12700,,,,2232.63,4836,
1402,3-Nov-13,Zondag,"7,149",68967.0,18941.0,18203,,,,3127.69,6904,7948.0
1403,4-Nov-13,Maandag,"10,912",1093764.0,266571.0,34666,,,,3864.51,8581,10563.0
1404,5-Nov-13,Dinsdag,"9,242",,,24944,,,,3807.27,8368,9320.0
1405,6-Nov-13,Woensdag,"8,861",,,22023,,,,3733.1,8204,9077.0
1406,7-Nov-13,Donderdag,"7,680",,,18698,,,,3467.94,7544,8083.0
1407,8-Nov-13,Vrijdag,"7,269",,,17513,,,,2959.37,6479,9054.0
1408,9-Nov-13,Zaterdag,"4,661",,,13976,,,,2483.41,4988,
1409,10-Nov-13,Zondag,"8,668",,,18896,,,,3507.16,7420,8854.0
1410,11-Nov-13,Maandag,"8,592",,,20794,,,,3782.26,8269,8487.0
1411,12-Nov-13,Dinsdag,"10,796",1150146.0,313942.0,37300,,,,3928.17,8219,9649.0
1412,13-Nov-13,Woensdag,"8,851",9171.0,3265.0,24085,,,,3447.02,7601,9233.0
1413,14-Nov-13,Donderdag,"8,267",,,21416,,,,3532.99,7579,8213.0
1414,15-Nov-13,Vrijdag,"6,899",,,17731,,,,2812.26,6385,8441.0
1415,16-Nov-13,Zaterdag,"3,402",,,12111,,,,2213.9,4641,
1416,17-Nov-13,Zondag,"6,821",19895.0,5889.0,18934,,,,3173.45,7137,7065.0
1417,18-Nov-13,Maandag,"12,509",1166911.0,308277.0,37158,,,,3584.53,8744,11987.0
1418,19-Nov-13,Dinsdag,"9,738",,,26713,,,,3448.71,8305,10101.0
1419,20-Nov-13,Woensdag,"9,397",,,23319,,,,3237.96,7696,10144.0
1420,21-Nov-13,Donderdag,"7,912",,,20256,,,,2854.97,7000,8797.0
1421,22-Nov-13,Vrijdag,"7,540",,,18323,,,,2492.01,6347,8716.0
1422,23-Nov-13,Zaterdag,"3,741",,,12469,,,,1980.63,4685,
1423,24-Nov-13,Zondag,"7,309",,,18472,,,,2915.21,7041,7742.0
1424,25-Nov-13,Maandag,"14,988",1175681.0,277875.0,39099,,,,3392.42,8731,13859.0
1425,26-Nov-13,Dinsdag,"8,437",,,24213,,,,3264.27,7915,8556.0
1426,27-Nov-13,Woensdag,"8,358",4214.0,1294.0,21657,,,,3253.77,7829,9850.0
1427,28-Nov-13,Donderdag,"7,781",96731.0,16223.0,21471,,,,3075.96,7391,9578.0
1428,29-Nov-13,Vrijdag,"7,110",,,18873,,,,2780.35,6939,9033.0
1429,30-Nov-13,Zaterdag,"3,508",,,12535,,,,1993.3,4595,
1430,1-Dec-13,Zondag,"8,254",1104227.0,274569.0,31057,,,,2966.85,7105,10725.0
1431,2-Dec-13,Maandag,"9,520",,,26961,,,,3664.4,8513,12389.0
1432,3-Dec-13,Dinsdag,"8,842",,,25850,,,,3450.47,8306,11841.0
1433,4-Dec-13,Woensdag,"9,764",979397.0,215027.0,32297,,,,3992.87,8790,18286.0
1434,5-Dec-13,Donderdag,"6,532",10088.0,4236.0,19864,,,,3256.1,7168,9288.0
1435,6-Dec-13,Vrijdag,"5,935",65.0,54.0,21033,,,,3207.51,7518,9941.0
1436,7-Dec-13,Zaterdag,"4,081",,,15496,,,,2847.78,6009,
1437,8-Dec-13,Zondag,"8,040",156386.0,46593.0,27261,,,,4706.44,9761,15633.0
1438,9-Dec-13,Maandag,"10,462",931806.0,215657.0,39471,,,,8247.0,12198,20552.0
1439,10-Dec-13,Dinsdag,"9,763",,,33254,,,,7893.68,11549,19805.0
1440,11-Dec-13,Woensdag,"11,677",1073358.0,261226.0,43854,,,,7969.67,11865,29656.0
1441,12-Dec-13,Donderdag,"9,299",,,33898,,,,7549.61,11023,23410.0
1442,13-Dec-13,Vrijdag,"8,600",,,31057,,,,7164.32,10427,26050.0
1443,14-Dec-13,Zaterdag,"5,911",,,26796,,,,7457.85,9539,
1444,15-Dec-13,Zondag,"11,203",1079597.0,249406.0,52933,,,,11111.55,15653,44457.0
1445,16-Dec-13,Maandag,"13,690",405.0,293.0,51005,,,,11938.41,17173,43889.0
1446,17-Dec-13,Dinsdag,"14,811",,,53344,,,,12617.63,18245,44726.0
1447,18-Dec-13,Woensdag,"15,090",847198.0,85359.0,61229,,,,11615.89,17990,46923.0
1448,19-Dec-13,Donderdag,"12,587",,,51754,,,,9952.2,16136,41264.0
1449,20-Dec-13,Vrijdag,"11,773",,,43155,,,,8722.04,14702,42594.0
1450,21-Dec-13,Zaterdag,"8,045",,,35840,,,,7246.77,12082,
1451,22-Dec-13,Zondag,"12,699",1019575.0,237523.0,50052,,,,8130.07,14173,43484.0
1452,23-Dec-13,Maandag,"10,495",,,42339,,,,7027.58,14511,28840.0
1453,24-Dec-13,Dinsdag,"4,150",,,29585,,,,5659.1,11012,7882.0
1454,25-Dec-13,Woensdag,"1,844",419.0,154.0,13294,,,,2218.64,4553,527.0
1455,26-Dec-13,Donderdag,"3,305",,,12263,,,,1865.17,4292,749.0
1456,27-Dec-13,Vrijdag,"6,829",,,18328,,,,2773.82,6460,12187.0
1457,28-Dec-13,Zaterdag,"4,549",,,14662,,,,2226.67,5236,
1458,29-Dec-13,Zondag,"7,613",1108802.0,260450.0,27019,,,,2540.93,6090,12461.0
1459,30-Dec-13,Maandag,"7,106",,,19921,,,,2686.49,6307,12821.0
1460,31-Dec-13,Dinsdag,"3,294",,,12831,,,,1869.77,4314,4588.0
1461,1-Jan-14,Woensdag,"3,817",,,11872,,,,1997.19,4497,607.0
1462,2-Jan-14,Donderdag,"7,487",,,18506,,,,3155.93,7059,10420.0
1463,3-Jan-14,Vrijdag,"7,016",,,17418,,,,2877.71,6533,10975.0
1464,4-Jan-14,Zaterdag,"3,735",,,12501,,,,2365.64,5042,
1465,5-Jan-14,Zondag,"6,476",,,17082,,,,3060.38,6863,1151.0
1466,6-Jan-14,Maandag,"9,060",19413.0,5319.0,22538,,,,3435.95,7964,10100.0
1467,7-Jan-14,Dinsdag,"18,818",1144206.0,276657.0,44511,,,,3292.02,8191,14930.0
1468,8-Jan-14,Woensdag,"8,006",,,22969,,,,3393.17,7614,8879.0
1469,9-Jan-14,Donderdag,"7,228",,,19823,,,,3064.45,7114,7695.0
1470,10-Jan-14,Vrijdag,"6,721",319.0,239.0,17460,,,,2755.37,6375,9023.0
1471,11-Jan-14,Zaterdag,"3,566",,,13106,,,,2371.7,5176,
1472,12-Jan-14,Zondag,"6,323",,,17850,,,,3049.91,7191,1140.0
